File Name,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Date of Petition
FDA-2013-P-1297-0001_Harmony_Cone_Ear_Candles_Citizen_Petition.pdf,Kevin Boulton,Yes; representing the families of Harmony Cone Ear Candles,21 U.S.C. § 321(h) (FDCA § 201(h)); 21 C.F.R. § 10.30; 21 C.F.R. § 101.93(g)(2),The FDA’s classification of Harmony Cone Ear Candles as medical devices under FDCA § 201(h),"Issue a declaratory order that HCEC are not medical devices under FDCA § 201(h), hold a public hearing, and temporarily stay any enforcement actions against HCEC manufacturers, distributors, or sellers during pendency","Because HCECs fall outside the device definition (not recognized in USP/NF, not intended for medical use, no chemical action, not metabolized), are safe relaxation products with no adverse event reports, and consumers have a right to use them free from unwarranted FDA enforcement","Printed Printed September 26, 2013; Stamped Stamped September 30, 2013"
FDA-2013-P-1373-0001_Terry_L_Tennant_Citizen_Petition_Redacted.pdf,Terry L. Tennant,,"Federal Food, Drug, and Cosmetic Act; Public Health Service Act; 21 C.F.R. § 5.10; 21 C.F.R. § 804.3(d)",The definition of 'distributor' in the device-tracking regulations (21 C.F.R. Part 804),Amend 21 C.F.R. § 804.3(d) (and related sections) to expand the definition of 'distributor' to cover any person who furthers marketing of a device from the original manufacturer's installation or importation to the ultimate user,"Because devices sold off the device master record after initial installation or importation are not currently tracked, creating gaps that undermine patient safety and the FDA’s ability to locate devices for notification or recall","Printed Printed September 19, 2013; Stamped Written October 17, 2013"
FDA-2013-P-1374-0001_Citizen_Petition_from_Pharmacists_Planning_Service.pdf,"Pharmacists Planning Services, Inc.",,"21 C.F.R. § 10.20; 21 C.F.R. § 10.30; 21 C.F.R. § 5.10; Federal Food, Drug, and Cosmetic Act; Public Health Service Act",The FDA’s failure to hold public hearings and establish updated regulatory standards on cellphone radiation exposure (SAR and RFR/EMF),Hold public hearings; open a federal registry; modernize federal cellphone radiation standards; require 12-point warning labels; educate consumers on reducing exposure,"Emerging scientific evidence links RFR/EMF and cellphone use to health risks (glioma, acoustic neuroma, behavioral disorders, autism, etc.); IARC classification as possible carcinogen; need to protect vulnerable populations and inform consumers of precautions","Printed October 4, 2013; Stamped nan"
FDA-2013-P-1375-0001_Purdue_Pharma_LP_Kleinfeld_Kaplan_and_Becker_LLP_C.pdf,Purdue Pharma L.P.,"Kleinfeld, Kaplan and Becker LLP representing Purdue Pharma L.P.","21 C.F.R. §§ 10.30, 314.53, 314.94, 314.127; 21 C.F.R. Part 320; Section 505 and Section 505(j) of the FDCA (21 U.S.C. § 355); 5 U.S.C. § 706(2)(A); 21 C.F.R. § 25.31; 21 C.F.R. § 10.30(b)","FDA’s development of guidance and standards for approving generic versions of reformulated OxyContin, including acceptance or approval of ANDAs citing OxyContin and the draft bioequivalence guidance on oxycodone ER tablets","Adopt a guidance specifying comparative in vitro and in vivo abuse-deterrence tests for generic OxyContin, refuse to approve any ANDA that lacks or fails these tests, and revise the draft bioequivalence guidance accordingly","Generic products without equivalent abuse-deterrent attributes would pose higher abuse risk and a different risk–benefit profile, so rigorous testing is needed to protect public health and to meet FDCA and APA requirements","Printed Printed October 21, 2013; Stamped Stamped October 22, 2013"
FDA-2013-P-1376-0001_Covis_Pharma_Sarl_Buchanan_Ingersoll_Rooney_PC_Cit.pdf,Covis Pharma Sarl,Submitted by the law firm Buchanan Ingersoll & Rooney PC on behalf of Covis Pharma Sarl,"Section 505(j) of the FDCA (21 U.S.C. § 355(j)); 21 C.F.R. §§ 10.20, 10.30, 314.108, 25.31(a)",FDA’s handling of Lanoxin (digoxin) Tablets NDA 20-405—specifically the Agency’s listings in the Orange Book and its policies on approving ANDAs and recognizing marketing exclusivity for the 0.0625 mg and 0.1875 mg strengths,"Confirm that those two strengths were never fully approved in 1997, that their three-year exclusivity therefore never ran, and that Covis now holds a full three-year marketing exclusivity period for them beginning with FDA’s October 17 2013 PAS approval","Because FDA required a PAS, new draft labeling, CMC dissolution data, and a prior-approval inspection before allowing marketing, the two strengths were not fully approved or marketed; exclusivity awarded in 1997 could not have started, so Covis is entitled to the full three-year term now to protect its investment and ensure consistent regulatory treatment","Printed October 21, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-1377-0001_Covis_Pharma_Sarl_Buchanan_Ingersoll_Rooney_PC_Cit.pdf,"Buchanan Ingersoll & Rooney PC (Edward John Allera, Barbara Binzak Blumenfeld, Tina Hu)",Law firm submitting on behalf of Covis Pharma Sarl,"§ 505(j) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. § 355(j)); 21 C.F.R. § 10.20; 21 C.F.R. § 10.30; 21 C.F.R. Part 320",FDA’s practice of allowing waivers of dissolution and blend-uniformity testing for generic digoxin tablets under its bioequivalence guidance,"Require every ANDA for 0.0625 mg and 0.1875 mg digoxin tablets referencing Lanoxin to perform and pass dissolution and blend-uniformity validation testing, and deny any waiver requests for those tests","Digoxin is a narrow-therapeutic-index drug with extremely high excipient-to-API ratios, making dissolution and blend uniformity critical to safety and bioequivalence; FDA compelled Covis to perform these tests before marketing, so equal treatment, public health protection, and due-process fairness demand the same requirements for all generic sponsors","Printed October 21, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-1379-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.",Representing a client (client name not disclosed),"21 C.F.R. § 10.30, 21 C.F.R. § 314.161, 21 C.F.R. § 314.162, 21 C.F.R. § 25.31","Determination whether PREZISTA® (darunavir) Tablets, 400 mg, has been voluntarily withdrawn from sale for safety or effectiveness reasons","Request FDA to determine if PREZISTA® (darunavir) Tablets, 400 mg, was withdrawn for safety or efficacy reasons to enable action on an ANDA",Janssen announced discontinuation of the 400 mg dosage strength for commercial reasons favoring the 800 mg strength; no evidence of safety or efficacy concerns related to the withdrawal.,"Printed Printed October 21, 2013; Stamped Stamped October 22, 2013"
FDA-2013-P-1397-0001_UCB_Inc_Citizen_Petition.pdf,"UCB, Inc.","No third-party representation; UCB, Inc. submitted the petition directly.","505(j) of the FDCA, 21 C.F.R. §10.30, 21 U.S.C. §355(c)(3)(E), 21 U.S.C. §355(j)(5)(F), 5 U.S.C. §801(a)(1)(A), 21 C.F.R. §314.101(d), 21 C.F.R. §314.108(a), 21 C.F.R. §314.105(a), 21 C.F.R. §314.70(b)(2)(v)(C), 21 C.F.R. §201.57(a)(2)",Timing of triggering new chemical entity (NCE) exclusivity relative to Drug Enforcement Administration (DEA) scheduling under the Controlled Substances Act (CSA),"(1) Determine that NCE exclusivity for lacosamide began on June 9, 2009 (instead of October 28, 2008) and will end on June 9, 2014; (2) Confirm that approval of certain ANDAs will be stayed until December 7, 2016; (3) Respond substantively to this petition within 150 days.",UCB lost 223 days of NCE exclusivity because lacosamide could not be legally marketed until it was scheduled under the CSA; exclusivity should start from the date the drug could be legally marketed to preserve the full 5 years intended by statute; FDA's current practice undermines incentives for innovation and causes inequitable treatment for sponsors of scheduled drugs.,"Printed Printed October 21, 2013; Stamped Stamped October 22, 2013"
FDA-2013-P-1398-0001_Novartis_Group_Citizen_Petition.pdf,Novartis Group of Companies,Not Mentioned,21 C.F.R. § 10.30,"Policy regarding naming of biosimilars (i.e., whether biosimilars should share the same international nonproprietary name (INN) as the reference product)",Require that a biosimilar be identified by the same international nonproprietary name (INN) as the reference product,"Assigning unique INNs to biosimilars would cause unnecessary confusion, undermine established FDA practices, harm pharmacovigilance, confuse healthcare providers, misrepresent regulatory decisions about biosimilarity and interchangeability, and create barriers to patient access to affordable biologics.","Printed October 28, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-1399-0001_Sigmapharm_Laboratories_LLC_Citizen_Petition.pdf,"Sigmapharm Laboratories, LLC",Not Mentioned,"Section 505 of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. § 355), 21 C.F.R. Part 314, 21 C.F.R. § 10.30",Acceptance and filing standards for Abbreviated New Drug Applications (ANDAs) for Asenapine Maleate Sublingual Tablets,"Request that FDA refuse to receive (RTR) any ANDA for Asenapine Maleate Sublingual Tablets that does not include a bioequivalence study performed per FDA’s June 2013 product-specific bioequivalence guidance, and to set the filing date for 180-day exclusivity based on submission of a complying study","Sigmapharm argues that FDA issued specific bioequivalence guidance for Asenapine Maleate Sublingual Tablets in June 2013, that this guidance was necessary for patient safety and study reliability, that there was enough time to comply before the NCE-1 date, and that allowing non-compliant applications would be inequitable to those who followed FDA guidance","Printed Printed October 30, 2013; Stamped Stamped October 31, 2013"
FDA-2013-P-1505-0001_Teva_Respiratory_LLC_Teva_Citizen_Petition.pdf,"Teva Respiratory, LLC (on behalf of Teva Pharmaceutical Industries Ltd.)","Teva Respiratory, LLC is submitting on behalf of Teva Pharmaceutical Industries Ltd.","21 C.F.R. § 10.30, Section 505 of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. § 355)","FDA's policy regarding the inclusion of integrated dose counters on rescue inhalers (both brand and generic), and approval standards for such products",Refrain from approving any new rescue inhalers (brand or generic) unless they include an integrated dose counter; 2. Implement a plan to transition currently approved rescue inhalers without a dose counter to versions with integrated dose counters,"Integrated dose counters are critical to patient safety because they allow patients and caregivers to accurately track the amount of medication remaining in rescue inhalers, reducing risks of inhaler failure during life-threatening asthma attacks; studies show dose counters reduce emergency room visits, improve asthma control, and the FDA’s previous encouragement for dose counters has been insufficiently enforced.","Printed November 15, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-1507-0001_Dr_S_Albert_Edwards_Citizen_Petition_Redacted.pdf,"Dr. S. Albert Edwards, PharmD, RAC, FRAPS",No representation of another entity; petitioner states no business interest in a CRSO.,"Prescription Drug Amendments to the Federal Food, Drug, and Cosmetic Act; 21 CFR Parts 312 & 314; 21 CFR 5.10; 21 CFR 25.34; 21 CFR 10.30(e)(2).",FDA Office of Business Informatics' handling of webtrader accounts for Contract Research/Service Organizations (CRSOs) submitting eCTDs for sponsors.,Uniformly institute a policy allowing single webtrader accounts for all CRSOs rather than requiring separate accounts for each sponsor.,"Closing single accounts is disruptive; multiple accounts create unnecessary business burdens, risk wrong account selection leading to errors, will increase workload as eCTD/RPS submissions become mandatory, and will strain FDA resources especially under staffing limitations.","Printed Printed September 30, 2013; Stamped Stamped October 17, 2013"
FDA-2013-P-1508-0001_Cadence_Pharmaceuticals_Inc_Craig_Pharma_Solutions.pdf,"Craig Pharma Solutions LLC on behalf of Cadence Pharmaceuticals, Inc.","Craig Pharma Solutions LLC is representing Cadence Pharmaceuticals, Inc.","505(b), 505(j), 505(q) of the FDCA; 21 C.F.R. § 10.30",Approval of ANDAs or 505(b)(2) NDAs for intravenous acetaminophen solutions differing in inactive ingredients from Ofirmev®,FDA is requested to refrain from approving any ANDA or 505(b)(2) application for an acetaminophen solution for injection that does not have the same inactive ingredients as Ofirmev® unless supported by evidence from nonclinical studies and adequate and well-controlled clinical trials showing comparable safety and efficacy,"Because aqueous acetaminophen solutions are chemically unstable, changes in inactive ingredients could compromise product stability, safety, and effectiveness by increasing hydrolysis and oxidation, leading to unknown degradants with potential toxicity; thus, differences must be justified with appropriate clinical and nonclinical evidence.","Printed November 4, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-1509-0001_Dr_S_Albert_Edwards_Citizen_Petition_Redacted.pdf,"Dr. S. Albert Edwards, Pharm.D., RAC, FRAPS",No representation of another entity; petitioner is an individual submitting on their own behalf,"Prescription Drug Amendments to the Federal Food, Drug, and Cosmetic Act; 21 C.F.R. Part 314; 21 C.F.R. 5.10; 21 C.F.R. 10.30; 21 C.F.R. 25.34",Development and harmonization of electronic Common Technical Document (eCTD) Module 1 between the U.S. FDA and Health Canada,Request for the FDA to meet with Canada's Health Products and Food Branch (HPB) to craft a common Module 1 for the eCTD/RPS submissions,Facilitating easier electronic submissions between the U.S. and Canada; reducing the administrative burden for companies filing in both countries; supporting regulatory harmonization due to geographic proximity; and acknowledging unique FDA-specific requirements that would remain separate,"Printed Printed October 27, 2013; Stamped Stamped November 4, 2013"
FDA-2013-P-1510-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.",Representing an unnamed client,"21 C.F.R. 10.30, 21 C.F.R. 314.161, 21 C.F.R. 314.162, 21 C.F.R. 25.31",Determination of whether a listed drug has been voluntarily withdrawn for safety or effectiveness reasons,"Request the FDA to determine that the Lupron Depot-Ped dual vial products were voluntarily withdrawn for reasons other than safety or effectiveness, to enable ANDA submissions, and to annotate the Orange Book accordingly",Petitioner argues that the withdrawal was not due to safety or effectiveness concerns but rather because Abbvie shifted to a different packaging configuration; no evidence of safety or efficacy problems found in public domain or court records,"Printed Printed November 4, 2013; Stamped Stamped November 5, 2013"
FDA-2013-P-1511-0001_PetaStrip_LLC_Citizen_Petition.pdf,"PetaStrip, LLC",Not Mentioned,"Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 520.1193(d)(2)(ii); 21 CFR 25.30(h)",Suitability Petition for a different dosage form (soluble film) of an approved pioneer animal drug product,Request for permission to file an Abbreviated New Animal Drug Application (ANADA) for a soluble film dosage form differing from the pioneer product Heartguard® for Cats,"The proposed generic product (soluble film) has the same active ingredient, dosage, administration route, indications, and therapeutic effect as the pioneer chewable product; it only differs in dosage form, does not raise new safety or effectiveness questions, and thus meets the criteria for a Suitability Petition under the law.","Printed November 1, 2013; Stamped Stamped November 7, 2013"
FDA-2013-P-1512-0001_PetaStrip_LLC_Citizen_Petition.pdf,"PetaStrip, LLC",Not Mentioned,"Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 25.30(h); Section 512(n)(1)(E) of the Act",Suitability Petition for approval of a different dosage form for a generic animal drug,"Permission for PetaStrip, LLC to file an Abbreviated New Animal Drug Application (ANADA) for a soluble film dosage form instead of the chewable tablet form of the pioneer product Heartguard®","The proposed generic product would have the same active ingredient (ivermectin), dosage, route of administration, and therapeutic effect as the pioneer product, differing only in dosage form; prior FDA approvals of soluble film dosage forms (e.g., Suboxone®, Onsolis®) are cited as precedent; bioequivalence requirements will be satisfied and labeling differences are minimal.","Printed November 1, 2013; Stamped Stamped November 7, 2013"
FDA-2013-P-1515-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.","Lachman Consultant Services, Inc. submitted on behalf of a client (name not disclosed).","21 C.F.R. § 10.30, 21 C.F.R. § 314.161, 21 C.F.R. § 314.162, 21 C.F.R. § 25.31","Determination whether ZOVIRAX® (acyclovir sodium) for Injection, eq. 1 g base/vial, was withdrawn for safety or efficacy reasons.","Request for FDA to determine whether ZOVIRAX® (acyclovir sodium) for Injection, eq. 1 g base/vial, was voluntarily withdrawn from sale for safety or efficacy reasons.","The drug is listed in the Orange Book’s discontinued section, and the petitioner believes it was discontinued for commercial reasons rather than safety or efficacy concerns. This determination is needed to proceed with an ANDA referencing the drug.","Printed Printed November 15, 2013; Stamped Stamped November 18, 2013"
FDA-2013-P-1516-0001_Spectron_mrc_LLC_Citizen_Petition.pdf,"Spectron mrc, LLC","No, Spectron mrc, LLC is submitting on its own behalf",21 U.S.C. 355(j)(7); 21 CFR 314.161; 21 CFR 314.162,Determination regarding whether Sodium Pertechnetate Tc-99m (technetium Tc-99m sodium pertechnetate) was withdrawn from sale for reasons of safety or effectiveness,"Issue a notice stating that Sodium Pertechnetate Tc-99m was not withdrawn from sale for reasons of safety or effectiveness, allowing approval of ANDAs referring to this drug","To alleviate shortages caused by decreased global nuclear reactor output, to assist in national efforts to reduce the use of highly enriched uranium, and because historical withdrawal was not due to safety or effectiveness concerns","Printed Printed November 19, 2013; Stamped Stamped November 21, 2013"
FDA-2013-P-1552-0001_Citizen_Petition_from_Hearing_Industries_Associati.pdf,Hearing Industries Association (HIA),Not representing another entity; the petitioner is HIA itself,"Section 513(e) of the Federal Food, Drug, and Cosmetic Act (FDC Act); 21 C.F.R. § 860.123",FDA’s classification of wireless air conduction hearing aids as Class II devices,Reclassify wireless air conduction hearing aids possessing specific features from Class II to Class I,Wireless air conduction hearing aids with certain features (ear-to-ear communication and wireless streaming) have been safely used for decades without incident; current general controls are sufficient for safety and effectiveness; no evidence of risk from electromagnetic exposure; amplification functionality remains independent even if wireless features fail; standard safety protocols and EMC compliance are already practiced by manufacturers.,"Printed November 21, 2013; Stamped nan"
FDA-2013-P-1554-0001_Sigmapharm_Laboratories_LLC_Citizen_Petition.pdf,"Sigmapharm Laboratories, LLC",Not representing another entity,"Section 505 and 505(q) of the Federal Food, Drug and Cosmetic Act (21 U.S.C. § 355), 21 C.F.R. Part 314, 21 C.F.R. § 10.30",Acceptance or refusal to receive Abbreviated New Drug Applications (ANDAs) for Asenapine Maleate Sublingual Tablets based on compliance with FDA's June 2013 product-specific bioequivalence guidance,FDA should consider incomplete and refuse to receive any ANDA for Asenapine Maleate Sublingual Tablets that does not contain bioequivalence study results conforming to the June 2013 guidance; filing acceptance date should be based on compliance with the guidance,"Sigmapharm argues that allowing non-complying ANDAs disadvantages companies that submitted complete applications, could cause inequitable 180-day exclusivity determinations, and that sponsors had enough time to complete studies based on the June 2013 guidance; FDA's own RTR guidance supports refusing non-complying studies","Printed Printed November 26, 2013; Stamped Stamped November 27, 2013"
FDA-2013-P-1606-0001_Citizen_Petition_from_Pharmacists_Planning_Service.pdf,"Pharmacists Planning Services, Inc. (PPSI)","PPSI is representing itself but works in conjunction with National Coalition Against Prescription Drug Abuse (NCA-PDA), Marin County Pharmacists Drug Abuse Task Force (MCPDATF), and Marin County Pharmacists Association (MCPhA)","21 CFR 10.20, 21 CFR 10.30, Federal Food Drug and Cosmetic Act (FDA Act), 21 CFR 1306.04, Health and Safety Code Section 11153",FDA regulatory decisions regarding reformulation of opioid drug products and implementation of standards for pharmacists regarding hydrocodone schedule II products,Requesting FDA to add drug-abuse deterrent technology to all hydrocodone schedule II products and to implement standards of practice and corresponding responsibilities for pharmacists,"Petitioners argue that prescription drug abuse, especially opioid abuse, is a public health epidemic; hydrocodone products are heavily prescribed and abused; FDA has previously acted to deter abuse with other opioids; pharmacists have a professional duty to help prevent inappropriate use; standards for prescription monitoring programs (PMPs) should be federally mandated to assist in preventing drug diversion and abuse","Printed Printed November 25, 2013; Stamped Stamped November 26, 2013"
FDA-2013-P-1609-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.","Lachman Consultant Services, Inc. is representing an unnamed client.","21 C.F.R. 10.30, 21 C.F.R. 314.161, 21 C.F.R. 314.162, 21 C.F.R. 25.31",FDA's determination whether the two-vial container closure system used for Lupron Depot and Lupron Depot-PED Injection drug products was withdrawn for reasons of safety or effectiveness.,"Requesting the FDA to determine that the two-vial container closure system for Lupron Depot and Lupron Depot-PED Injection drug products was not withdrawn for reasons of safety or effectiveness, and to enable ANDA submissions referring to the two-vial system as the Reference Listed Drug.","The petitioner argues that the two-vial system was discontinued voluntarily and not due to safety or effectiveness concerns, citing lack of evidence from trade press, court cases, or FDA actions suggesting otherwise.","Printed Printed November 25, 2013; Stamped Stamped November 26, 2013"
FDA-2013-P-1611-0001_Citizen_Petition_from_Clarissa_Clarke___Redacted.pdf,Clarissa Clarke,Not Applicable,"Federal Food, Drug, and Cosmetic Act Subchapter A Part 10 Subpart B Section 10.20; Title 21 CFR Part 872",Amendments to regulations within Title 21 CFR Part 872—Dental Devices (specifically §§ 872.3690 and 872.6070),"Amend §§ 872.3690 and 872.6070 to include Special Controls Guidance concerning material properties, performance reporting, energy requirements for polymerization, and reporting for dental curing lights","Incomplete polymerization of tooth shade resin materials can lead to restoration failure, increased dental treatment costs, and patient dissatisfaction. Current labeling and information provided with dental materials and curing lights do not sufficiently ensure safe and effective polymerization. Amending the regulations would provide dentists with critical information necessary to optimize curing and material performance, ultimately improving patient outcomes and reducing healthcare costs.","Printed Printed November 26, 2013; Stamped Stamped December 2, 2013"
FDA-2013-P-1614-0001_Citizen_Petition_from_Alliance_of_African_Shea_Ass.pdf,Alliance of African Shea Associations (AASA),Sidley Austin LLP representing the Alliance of African Shea Associations (AASA),"Section 401 of the Federal Food, Drug, and Cosmetic Act (FDCA), 21 U.S.C. § 341; 21 C.F.R. §§ 163.123, 163.124, 163.130","Standards of identity for chocolate (specifically sweet chocolate, milk chocolate, and white chocolate) prohibiting alternatives to cacao fat",Amend the standards of identity for chocolate to allow the optional use of shea-based ingredients (blends of sheanut oil and palm oil) as alternatives to cacao fat,"Shea-based blends have similar triglycerides and physical properties to cacao fat, preserving the basic nature and essential characteristics of chocolate; the change would support economic opportunities for West African women, harmonize U.S. standards with international regulations, and align with FDA's modernization initiatives without negatively impacting consumer expectations or product quality.","Printed Printed November 5, 2013; Stamped Stamped November 15, 2013"
FDA-2013-P-1623-0001_Sigmapharm_Laboratories_LLC_Citizen_Petition.pdf,"Sigmapharm Laboratories, LLC",Not representing another entity; petition submitted on behalf of Sigmapharm itself,"505, 505(q) of the FDCA (21 U.S.C. § 355), 21 C.F.R. Part 314, 21 C.F.R. § 10.30","Acceptance and filing standards for Abbreviated New Drug Applications (ANDAs), specifically for Asenapine Maleate Sublingual Tablets","Request that the FDA refuse to receive (RTR) any ANDA for Asenapine Maleate Sublingual Tablets that does not contain bioequivalence study results compliant with FDA’s June 2013 product-specific bioequivalence guidance, and base exclusivity eligibility on the submission date of a compliant ANDA","Sigmapharm argues that allowing non-compliant ANDAs would be inequitable to applicants who submitted complete and compliant applications on the designated filing date, potentially impacting 180-day exclusivity rights, and that FDA’s own RTR guidance and bioequivalence standards mandate adherence to the issued June 2013 bioequivalence requirements","Printed Printed December 6, 2013; Stamped Stamped December 8, 2013"
FDA-2013-P-1636-0001_Citizen_Petition_from_Lannett_Company_Inc.pdf,"Lannett Company, Inc.","Not representing another entity; Lannett Company, Inc. is the petitioner.","Sections 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FDCA), 21 CFR § 314.93, and 21 CFR § 25.31(a).",Submission and approval process for Abbreviated New Drug Applications (ANDAs) differing from the Reference Listed Drug (RLD) in active ingredient strength.,"The petitioner requests the FDA to determine that ANDAs may be submitted for Hydromorphone Hydrochloride Tablets, 1 mg (scored tablets) and Hydromorphone Hydrochloride Oral Solution, 1 mg per 5 mL.","The petitioner argues that the changes in strength do not pose safety or efficacy concerns because the dose, use, and route of administration are identical to the RLD; elderly and geriatric patient references support the therapeutic need for lower doses; and existing approved doses in the RLD package insert suggest the safety and utility of lower strength formulations.","Printed Printed December 4, 2013; Stamped Stamped December 9, 2013"
FDA-2013-P-1637-0001_Attachment_1_Alemtuzumab_The_Eagle_Has_Landed_In_E.pdf,The Eagle Has Landed in Europe').,Not mentioned.,None cited.,The document does not comment on an FDA action; it is a medical article discussing the approval and clinical use of Alemtuzumab for multiple sclerosis in Europe.,None requested.,Not applicable since this is an informational/clinical article and not a citizen petition.,Printed Not explicitly stated in the document.; Stamped nan
FDA-2013-P-1640-0001_Citizen_Petition_from_Hyman_Phelps_and_Mcnamara_PC.pdf,"Hyman, Phelps & McNamara, P.C.","The submitting entity (Hyman, Phelps & McNamara, P.C.) is representing an unnamed client.","505 of the Federal Food, Drug, and Cosmetic Act; 21 C.F.R. §§ 10.25 and 10.30",FDA regulations for Over-the-Counter (OTC) Transdermal Nicotine Patches (TNPs) regarding labeling and safety,"Require the sponsors of all OTC TNPs to include permanent, smudge-resistant product identifying labeling on the backing membrane to help avoid accidental pediatric exposures to nicotine.",Accidental pediatric exposures to nicotine from OTC TNPs are increasing and can have serious health consequences; permanent product identification on patches would help avoid accidental exposure and assist healthcare professionals in emergencies.,"Printed December 5, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-1641-0001_Citizen_Petition_from_TEVA_Pharmaceuticals.pdf,"Teva Pharmaceutical Industries Ltd. and Teva Neuroscience, Inc.","Teva Neuroscience, Inc. is a subsidiary representing Teva Pharmaceutical Industries Ltd.","21 C.F.R. § 10.30, 21 U.S.C. §§ 355(j) and 355(q)",FDA approval of any Abbreviated New Drug Application (ANDA) referencing Copaxone® (glatiramer acetate injection),"Requesting that FDA refrain from approving any ANDA referencing Copaxone® unless certain conditions are met, including proof of identical active ingredient, comparable immunogenicity, and bioequivalence via clinical studies","Teva argues that due to the complexity and immunogenicity of Copaxone®, and the limitations of current analytical technologies, it is not possible to definitively establish sameness of the active ingredient without extensive clinical testing, and that approval without meeting these stringent standards could compromise safety and efficacy","Printed December 5, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-1654-0001_Gordon_Johnston_Regulatory_Consultants_LLC_Citizen.pdf,"Gordon Johnston Regulatory Consultants, LLC",Representing an interested party (name not specified),"21 CFR 10.30, 21 CFR 314.161, 21 CFR 314.162, 21 CFR 25.31","Determination whether Leucovorin Calcium Injection-Preservative Free, 10 mg/mL, 10 mL total fill volume (ANDA 40147) has been withdrawn for reasons of safety or efficacy","Requesting FDA to determine if Hospira's Leucovorin Calcium Injection-Preservative Free, 10 mg/mL, 10 mL total fill volume (ANDA 40147) has been voluntarily withdrawn or withheld from sale for reasons of safety or efficacy",Because the product appears in the Discontinued Section of the Orange Book and a determination is needed before any ANDA referencing it can be approved; regulatory requirement under 21 CFR 314.161(a)(1),"Printed Printed December 13, 2013; Stamped Stamped December 17, 2013"
FDA-2013-P-1710-0001_Citizen_Petition_From_Noven_Pharmaceuticals_Inc.pdf,"Noven Pharmaceuticals, Inc.",No representation of another entity; submitting on its own behalf,"505(q) of the Federal Food, Drug, and Cosmetic Act, 21 C.F.R. § 10.30",Approval of Abbreviated New Drug Applications (ANDAs) for generic Daytrana® (Methylphenidate) Transdermal System,"Refuse to approve any ANDA for a generic version of Daytrana® unless the ANDA sponsor conducts a usability study in adults, adolescents, and children under 'real world' conditions demonstrating non-inferior patch adhesion performance compared to Daytrana® TDS","Patch detachment risks efficacy loss and safety concerns (e.g., accidental exposure to children); real-world adhesion issues not adequately captured by current bioequivalence and in vitro tests; FDA acknowledged importance of real-world usability studies particularly for pediatric patients; need to ensure therapeutic equivalence and public health safety","Printed Printed December 23, 2013; Stamped Stamped December 24, 2013"
FDA-2013-P-1711-0001_Citizen_Petition_From_Morgan_Lewis_Bockius_LLP.pdf,"Morgan, Lewis & Bockius LLP",Unnamed client (representation details not disclosed),"21 U.S.C. § 505, 21 U.S.C. § 811 et seq., 21 C.F.R. § 10.30, 21 C.F.R. Part 300 et seq., 21 C.F.R. Part 1300 et seq.",FDA's plan to recommend to HHS to reclassify hydrocodone combination products from Schedule III to Schedule II,Request that hydrocodone combination products containing less than 5 mg of hydrocodone remain in Schedule III and not be rescheduled to Schedule II,"Upscheduling lower-strength hydrocodone products would burden vulnerable patient populations (e.g., chronic pain, hospice, palliative care patients) by limiting access to needed medications, increase healthcare burdens, and would not effectively curb drug misuse and abuse; maintaining lower-strength products in Schedule III strikes a balance between control and accessibility.","Printed Printed December 26, 2013; Stamped Stamped December 27, 2013"
