File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Status of Review,Review Comments
FDA-2014-P-1649-0005_Petition_Denial_Response_Letter.pdf,2/24/2015,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- FD&C Act (21 U.S.C. 301 et seq.)
- Section 505(j) of the FD&C Act (21 U.S.C. § 355(j))
- 21 CFR 314.92(a)(1)
- 21 CFR 314.94(a)(8)(iv)
- 21 CFR 314.127(a)(7)
- Orphan Drug Act
- 42 U.S.C. § 236
- 21 CFR Part 316","- No evidence that the 175 mg and 250 mg vial sizes were approved solely for the colorectal indication.
- The larger vial sizes were approved prior to the colorectal indication and without restrictions in labeling.
- Statute and regulations allow generic applications to carve out protected indications (as long as safety and efficacy for the remaining uses are not compromised).
- Risks cited (e.g., physician confusion, overdose, contamination) were deemed not unique to the larger vial sizes and are already present with the 50 mg vial and adequately addressed in labeling.
- Off-label use concerns do not legally preclude ANDA approval, and courts have upheld FDA’s position that generic drug labeling can omit protected uses without violating the FD&C Act.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1656-0007_Final_Response_Letter_from_FDA_to__Alaska_Seafood_.pdf,11/16/2017,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Dismissed (moot),"- 21 CFR 102.50 — regarding the common or usual name for seafood products
- 21 CFR 10.30(e)(2)(iii) — allows dismissal of petitions when changes in law make them moot
- Section 774 of the Consolidated Appropriations Act, 2017 (Public Law 115-31) — which designates “golden king crab” as the acceptable market name for Lithodes aequispinus","- The petition requested that the term “King Crab, Brown” in 21 CFR 102.50 be revised to “Golden King Crab” for Lithodes aequispinus.
- Congress, through Public Law 115-31, had already established “golden king crab” as the official acceptable market name.
- As a result, the FDA considered the petition moot and stated it would revise the Seafood List and 21 CFR 102.50 to reflect this legislative change",FALSE,
FDA-2014-P-1657-0004_Citizens_Petition_Approval_letter_for_K_Tab__potas.pdf,11/13/14,,"Center for Drug Evaluation and Research (CDER)
",Approved,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FD&C Act), 21 U.S.C. § 355(j)
- 21 CFR § 314.3(b) — definition of listed drugs
- 21 CFR § 314.3(b) — withdrawal and suspension provisions
- Abbreviated New Drug Application Regulations; Final Rule, 57 FR 17950, 17958 (April 28, 1992)","- K-Tab was previously listed as “BC-rated” in the Orange Book, meaning bioequivalence data had not been submitted.
- Without RLD designation, generic competition was blocked since an ANDA cannot reference a non-RLD.
- The FDA acknowledged the market disadvantage created by the lack of RLD status.
- Based on petitioners’ arguments and FDA policy (from the 1992 final rule), the agency found sufficient grounds to designate K-Tab as an RLD.
- Any approved ANDA referencing K-Tab will only be deemed therapeutically equivalent to K-Tab, mitigating confusion regarding therapeutic equivalence to other products like Klor-Con M20",FALSE,
FDA-2014-P-1660-0003_FDA_CDER_to_Teva_Respiratory__LLC__Citizen_Petitio.pdf,5/20/2015,,"Center for Drug Evaluation and Research (CDER)
",Partially Approved / Partially Denied,"- FD&C Act §§ 505(b)(1), 505(b)(2), 505(j), 505(j)(2)(A)(iv), 505(j)(4), 505(j)(2)(A)(v), 505(j)(4)(G), 503(g), 563, 360bbb-2
- 21 CFR §§ 314.3, 314.50, 314.54(a), 314.94(a)(8)(iv), Part 314, Part 3, Part 4, Part 320","- The FDA acknowledges that while a dose counter is generally expected in a proposed generic if the RLD includes one, it is not a mandatory requirement and will be considered on a case-by-case basis.
- Design differences in devices (e.g., dose counters) are permissible if they don’t significantly alter performance or require impermissible labeling changes.
- FDA agrees that in vitro and in-use studies are needed to support the functionality and reliability of generic dose counters.
- Labeling differences that result from acceptable design differences may still be permissible under certain regulatory provisions.
- Overall, decisions on dose counters and labeling will be determined through individual ANDA reviews, not through blanket preconditions.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1673-0003_Interim_Response_Letter_from_FDACDRH_to_Tia_Gonnel.pdf,12/22/2014,,"Center for Devices and Radiological Health (CDRH)
",Interim Response,"- 21 CFR § 10.30(e)(2) — Regulation governing interim responses to citizen petitions
- 21 CFR § 860.6885 — Regarding high-level disinfectant characterization (referenced in the petition content)","- The petition submitted on October 19, 2014 requested:
1. Amendment of potency testing for high-level disinfectants under 21 CFR 860.6885 to include organisms representative of worst-case organic loads.
2. Revocation of approval for chemical disinfectants containing ortho-phthalaldehyde and glutaraldehyde used for flexible endoscopes and ultrasound transducers.
3. Expanded enforcement of high-level disinfectant application in freestanding facilities not under CMS or Joint Commission oversight.
- The FDA stated these issues require further review and analysis and will respond once a decision is reached
",FALSE,
FDA-2014-P-1673-0004_Withdrawal_memorandum_from_FDA_CDRH_re_Tia_Gonnell.pdf,3/21/2025,,"Center for Devices and Radiological Health (CDRH)
",Withdrawn,Not applicable. ,"- The petition was submitted on October 23, 2014, by Ms. Tia Gonnella.
- It included three major requests concerning high-level disinfectant regulation and enforcement.
- On February 26, 2025, the petitioner verbally indicated to CDRH staff that she no longer requested a response.
- As a result, the petition was formally withdrawn under 21 CFR § 10.30(g), and the docket was closed",FALSE,
FDA-2014-P-1685-0003_Interim_Response_from_CDER_to_Larry_R__Pilot.pdf,3/16/2015,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) — governing interim responses to citizen petitions
","- The petition, received on September 22, 2014, requested the FDA to initiate an administrative proceeding to allow over-the-counter (OTC) acquisition of oral contraceptives, removing the requirement for a prescription.
- The FDA noted the petition raises complex issues requiring extensive review and analysis and thus could not be resolved at that time",FALSE,
FDA-2014-P-1685-0004_Petition_Denial_Letter.pdf,12/28/2016,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- Section 503(b)(1) and (3) of the Federal Food, Drug, and Cosmetic Act (FD&C Act) (21 U.S.C. 353(b))
- Section 505(b), (d)(1), (d)(2), (d)(5), and (j) of the FD&C Act (21 U.S.C. 355)
- 21 CFR 310.200 and 21 CFR 310.501 ","- The petition requested a classwide switch of all oral contraceptives (OCs) from prescription to over-the-counter (OTC) status.
- The FDA stated that this type of switch would require substantial supporting data specific to each product (e.g., safety, efficacy, labeling comprehension, and self-selection studies).
- The petition lacked data to demonstrate that all OCs are safe and effective for self-use across diverse populations without prescriber oversight.
- The risks of serious adverse events, particularly cardiovascular risks with combination oral contraceptives (COCs), especially in women over 35 who smoke, require careful evaluation.
- FDA noted that the presence of support from medical organizations and OTC access in other countries is not sufficient for a U.S. regulatory decision.
- FDA emphasized willingness to evaluate individual product applications for OTC status on a case-by-case basis. ",FALSE,
FDA-2014-P-1694-0004_Suitability_Petition_Denial_Response_Letter_from_F.pdf,1/7/2015,,"Center for Veterinary Medicine (CVM)
",Denied,"- Section 512(n)(3) and 512(n)(3)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR Part 10
- 21 CFR 10.33(e)
- 21 CFR 10.25(a)","- The petition requested approval to submit an Abbreviated New Animal Drug Application (ANADA) for a generic carprofen injectable solution (50 mg/mL) that would differ from the Reference Listed New Animal Drug (RLNAD), RIMADYL (carprofen), in the inactive ingredients.
- The FDA stated that a change in inactive ingredients is not permissible through a suitability petition under section 512(n)(3) of the FD&C Act.
- Only specific changes are allowed via suitability petitions: route of administration, dosage form, strength, substitution of an API in the same pharmacologic class, or change in a Type A medicated article.
- Since the proposed change did not meet these criteria, the petition was denied.
- Instructions were provided for requesting reconsideration or submitting a new petition under 21 CFR procedures.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1753-0006_Interim_Response_Letter_from_FDA_CDER_to_Angela_St.pdf,3/27/2015,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) — regulation governing interim responses to citizen petitions
","- The petition, received on October 28, 2014, requested the FDA to:
1. Restrict ciprofloxacin (Cipro) use to only ""life or death"" medical emergencies in emergency rooms, surgical procedures, or intensive care units.
2. Amend labeling on quinolone class drugs to reflect updated use and safety information.
- FDA explained that the petition raises significant issues requiring extensive review and analysis, preventing an immediate decision",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1771-0004_Citizen_Petition_Denial_Response.pdf,3/25/2015,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- Section 351(k) of the Public Health Service (PHS) Act (42 U.S.C. 262(k))
- Section 351(l)(2)(A) and 351(l)(2)(B) of the PHS Act
- Section 351(l)(6)(C) and 351(l)(9)(C) of the PHS Act
- Section 505(b)(1), 505(b)(2)(A), 505(j)(2)(A)(vii) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. 355)","- FDA concluded it does not have statutory authority to require a certification as requested in the petition.
- The information exchange procedures in section 351(l) are separate from the FDA's review process and do not mandate FDA enforcement.
- The BPCI Act lacks explicit provisions requiring FDA to impose such certification, unlike the FD&C Act's provisions for ANDAs and 505(b)(2) applications.
- There is ongoing litigation about whether the provisions in 351(l)(2)(A) are mandatory or discretionary (e.g., Amgen Inc. v. Sandoz Inc., Janssen Biotech Inc. v. Celltrion).
- FDA decided not to exercise discretionary authority while these legal interpretations are pending.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1773-0003_Interim_Response_from_CDER_to_PPSI.pdf,3/6/2015,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) – regulation governing interim responses to citizen petitions
","- The petition, received on September 8, 2014, requested the FDA to issue a regulation eliminating dibutyl phthalate and other phthalates from all prescription medications, over-the-counter drugs, and herbal dietary supplements.
- FDA stated that the petition raises complex issues requiring extensive review and analysis, and thus a final decision could not yet be made.",FALSE,
FDA-2014-P-1773-0004_Citizen_Petition_Partial_Denial_Response_Letter_fr.pdf,10/6/2015,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Partially Denied,"- 21 CFR § 10.30(e)(3) – Denial provision for citizen petitions
- 21 CFR § 10.30(b) – Petition requirements not met
- 21 U.S.C. § 321(f) – Definition of food under FD&C Act
- 21 U.S.C. § 321(s) – Definition of food additive and GRAS criteria
- 21 U.S.C. § 321(ff)(1) – Definition of dietary ingredient
- 21 U.S.C. § 348 – Section 409: Food additive safety
- 21 U.S.C. § 342(a)(2)(C) – Adulterated food definition","- The petition requested elimination of dibutyl phthalate (DBP) and other phthalates from all prescription, OTC, and herbal dietary supplement products.
- FDA addressed only the food/dietary supplement portion of the request in this letter.
- The agency concluded that:
• Phthalates are not GRAS, not dietary ingredients, and not prior-sanctioned for use as excipients in dietary supplements.
• No existing food additive regulation authorizes their use as direct additives or excipients in supplements.
• Therefore, such use is unauthorized and renders products adulterated under the law.
- As such, a new regulation is unnecessary—these products are already deemed unsafe and subject to enforcement.
- FDA also cited deficiencies in the petition submission (e.g., lack of proposed regulatory text and supporting evidence).",FALSE,
FDA-2014-P-1773-0005_Citizen_Petition_Denial_Response_Letter_from_FDA_C.pdf,12/21/2017,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- 21 CFR § 10.30 (citizen petition requirements)
- 21 CFR § 330.1(e) (requirements for OTC monograph products)","- FDA already issued guidance in 2012 (Phthalates Guidance) recommending against the use of DBP and DEHP due to potential reproductive and developmental toxicity risks.
- All products identified as containing DBP or DEHP have been reformulated or removed.
- FDA has updated review procedures to prevent future use of these phthalates unless justified.
- Additional regulation is unnecessary given existing measures.
- The petitions did not meet regulatory requirements for proposing a rule (e.g., lacking specific regulatory language).
- Current regulations already prohibit DBP and DEHP in OTC monograph products.",FALSE,
FDA-2014-P-1784-0005_Interim_Response_to_the_Wood_Burditt_Group.pdf,2/6/2015,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) – Regulation governing FDA’s interim responses to citizen petitions
- 21 CFR § 310.502(a)(11) – Subject of the petition regarding irradiated drugs","- The petition requested that FDA revoke or amend 21 CFR § 310.502(a)(11) so it does not apply to irradiated drugs labeled for external use only.
- FDA stated that a decision could not yet be made due to other Agency priorities and resource demands. It committed to responding once resources permit. ",FALSE,
FDA-2014-P-1784-0006_Partial_Approval_and_Partial_Denial_of_Petition_91.pdf,9/12/2018,,"Center for Drug Evaluation and Research (CDER)
",Partially Approved / Partially Denied,"- 21 CFR § 310.502(a)(11) – Regarding sterilization of drugs by irradiation
- 21 U.S.C. § 321 – Section 201(p) of the FD&C Act (definition of ""new drug"")
- 21 CFR Parts 210 and 211 – Current Good Manufacturing Practices (CGMPs)","- FDA agrees that sterilization by controlled nuclear radiation is now a well-understood and safe practice.
- Therefore, FDA no longer considers all irradiated drugs as necessarily “new drugs” under the FD&C Act.
- Drugs marketed under OTC monographs and sterilized by irradiation may still meet all safety, efficacy, and CGMP requirements.
- FDA initiated rulemaking to potentially remove § 310.502(a)(11), but since the final rule may not match the petition's language precisely, partial denial was warranted.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1796-0004_Interim_Response_Letter_from_FDA_CDER_to_Hogan_Lov.pdf,5/1/2015,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) – Regulation governing interim responses to citizen petitions
- 21 U.S.C. § 371(h)(C) – Pertaining to Good Guidance Practices
- 21 CFR § 10.115 – Good Guidance Practice regulations","- The petition raises complex issues requiring extensive review and analysis.
- The request involved exclusivity for Epanova (omega-3-carboxylic acids) and challenged FDA’s application of the “Vascepa Decision.”
- FDA has not reached a decision due to other priorities and resource demands.
- An interim response is issued in compliance with 21 CFR 10.30(e)(2).",FALSE,
FDA-2014-P-1796-0008_Letter_to_Omthera_Pharmaceuticals__Inc___Hogan_Lov.pdf,11/8/2016,,"Center for Drug Evaluation and Research (CDER)
",Approved,"- 21 U.S.C. § 355(j) (Section 505(j) of the FD&C Act)
- Specifically: 505(c)(3)(E)(ii) and 505(j)(5)(F)(ii)","- FDA already recognized that Epanova (omega-3-carboxylic acids) is eligible for 5-year new chemical entity (NCE) exclusivity, as documented in the Orange Book.
- The active moiety in Epanova (omega-3-carboxylic acids) had never been approved before; therefore, it was appropriately classified as an NCE when approved.
- FDA affirmed that the entire fish oil mixture of Epanova was the active ingredient and active moiety, not just one component.
- The second petition request regarding the Vascepa decision was also effectively resolved through prior decision-making.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1802-0005_Suitability_Petition_Approval_Response_Letter_from.pdf,1/13/2015,,"Center for Veterinary Medicine (CVM)
",Approved,"- Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act
- 21 CFR 514.5 (for pre-submission conference)","The proposed change in dosage form (from tablet to oral solution) is permissible under a suitability petition and does not require new investigations into safety or effectiveness. Approval of the petition allows submission of an abbreviated new animal drug application (ANADA), but does not guarantee approval of the ANADA itself.

",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1844-0004_Interim_Response_Letter_from_FDA_CDER_to_Lachman_C.pdf,5/12/2015,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"21 CFR 10.30(e)(2) – Regulation governing interim responses to citizen petitions
","The FDA has not reached a decision on the petition because of the need to address other agency priorities. The interim response is issued per regulation to acknowledge delay, and FDA assures that a full response will follow as soon as feasible.

",FALSE,
FDA-2014-P-1882-0003_Final_Response_from_FDA_CFSAN_to_the_Isabella_Guaj.pdf,7/19/2024,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Dismissed (moot),"- 21 CFR § 172.345(d) (Petition sought amendment)
- 21 CFR § 172.345(i) (Final rule added)
- 21 CFR § 10.30(e)(2)(iii) (Cited in dismissal rationale)","- The petitioner requested an amendment to allow folic acid to be added to corn masa flour.
- FDA had already addressed this issue by issuing a final rule on April 15, 2016, which added paragraph (i) to 21 CFR § 172.345.
- The final rule allows folic acid to be added to corn masa flour up to 0.7 mg per pound, fulfilling the petition’s core request.
- Since the requested change was already made via the rulemaking process, the FDA dismissed the petition per 21 CFR 10.30(e)(2)(iii) as no further action was needed
",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1883-0006_Response_Letter_from_FDA_CDER_to_Lannett_Holdings_.pdf,1/9/2015,,"Center for Drug Evaluation and Research (CDER)
",Approved (Determination Issued),21 CFR §314.161 (determination of withdrawal from sale for safety or effectiveness) and 21 CFR §314.162 (removal from the Orange Book based on safety/effectiveness reasons),"FDA reviewed its records and found no evidence that LEVATOL (penbutolol sulfate) Tablets (10 mg and 20 mg) were withdrawn from the market due to safety or effectiveness concerns. Consequently, the product will remain listed in the “Discontinued Drug Product List” section of the Orange Book 
",FALSE,
FDA-2014-P-1896-0006_Letter_from_FDA_CDER_to_TechReg_Services_Inc.pdf,3/30/2015,Date reflects last signatory from FDA for letter approval.,"Center for Drug Evaluation and Research (CDER)
",Denied,"Not explicitly cited by statute name/number in the response letter. Instead, the response references FDA determinations and listing in the Approved Drug Products With Therapeutic Equivalence Evaluations (the “Orange Book”).
","- FDA reviewed records and determined that several formulations of Oxytocin in Dextrose 5% (e.g., 5 USP Units/500 mL, 10 USP Units/500 mL, 10 USP Units/1000 mL, 20 USP Units/1000 mL) were not withdrawn from sale for safety or effectiveness reasons.
- Therefore, these products will remain in the “Discontinued Drug Product List” of the Orange Book, rather than being removed entirely.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-1975-0005_Suitability_Petition_Approval_Response_Letter_from.pdf,1/7/2015,,"Center for Veterinary Medicine (CVM)
",Approved,"- Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act
- 21 CFR 514.5 (referenced for pre-submission conference recommendation)","- The proposed generic animal drug (clomipramine chewable tablet) differs only in dosage form from the reference drug (CLOMICALM compressed tablet) but has the same strength, route, indication, dose, and warnings.
- FDA determined that the change in dosage form does not require new investigations to establish safety or effectiveness, making it eligible under a suitability petition.",FALSE,
FDA-2014-P-2035-0014_Interim_Response_Letter_from_FDA_CFSAN_to_Dr_Carla.pdf,5/27/2015,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Interim Response,"21 CFR 10.30(e)(2) – Regulation requiring the FDA to issue an interim response if a petition is not resolved within 180 days
","The petition, which requested mandatory labeling of sesame-based ingredients and the inclusion of sesame on the FDA’s list of allergens, remains under review. FDA cites competing agency priorities and limited resources as the reason for the delay. A full review and potential regulatory amendments will be considered in due course.

",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-2035-0336_Final_Response_from_FDA_CFSAN_to_Texas_Children_s_.pdf,11/6/2023,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Dismissed (moot),"- Section 201(qq) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- Section 403(w)(1) of the FD&C Act
- Food Allergy Safety, Treatment, Education, and Research Act of 2021 (FASTER Act)
- 21 CFR 10.30(e)(2)(iii)","- The petition requested sesame to be listed as an allergen and labeled clearly in food products.
- Since the FASTER Act (April 2021) amended the FD&C Act to include sesame as a major food allergen, and the FDA has already updated related policies and the Food Code, the issues in the petition were considered resolved and no further action was warranted.",FALSE,
FDA-2014-P-2058-0006_Memorandum_of_Suitability_Voluntarily_Withdrawn_Wi.pdf,6/13/23,,"Center for Drug Evaluation and Research (CDER)
",Withdrawn,Not applicable. ,"- Petition was originally submitted on November 25, 2014, by Lachman Consultant Services, Inc.
- FDA sent a certified letter on March 17, 2023, requesting confirmation of continued interest within 30 days
- No response was received by the FDA
- In line with GDUFA III goals, the petition was treated as voluntarily withdrawn without prejudice, and the docket was closed",FALSE,
FDA-2014-P-2140-0008_Denial_letter_from_FDA_CDER_to_Lachman_Consultant_.pdf,8/17/23,"No date recognized by ChatGPT, but found in signature line.","Center for Drug Evaluation and Research (CDER)
",Denied,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 CFR 314.93(e)(1)(vi)
- 21 CFR 10.33
- 21 CFR 10.20","The petition sought approval for a change in strength (from 15 mg to 100 mg) of Thiotepa for Injection. However, FDA denied the petition because an NDA-approved drug product already exists for the requested change (Tepadina® [Thiotepa] for Injection, 100 mg/vial, NDA 208264, held by Adienne SA). FDA regulations prohibit approval of such a petition when the requested change is already the subject of an approved NDA 
",FALSE,
FDA-2014-P-2188-0025_Citizen_Petition_Denial_Response_Letter_from_FDA_C.pdf,5/8/2015,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- Section 505(b)(2), 505(j), and 505(q) of the FD&C Act
- 21 CFR 314.101
- 21 CFR 314.54
- 21 CFR 314.105
- 21 CFR 314.110
- 21 CFR 314.125
- 21 CFR 314.127
- 21 CFR 314.200","- Petition sought determinations on approvability of portions of an application before final action, which FDA deemed procedurally inappropriate.
- FDA stated it must evaluate applications as a whole before making final decisions.
- Premature decisions could infringe on applicants’ rights to procedural protections, including hearings and resubmissions.
- FDA determined Section 505(q) does not require premature determinations on pending applications.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-2193-0014_Citizen_Petition_Denial_Response_Letter_from_FDA_C.pdf,5/14/2015,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- FD&C Act § 505(j), 21 U.S.C. § 355(j)
- 21 CFR §§ 314.3, 314.94(a), 320.1(e), 320.23(b), 320.24(a)-(b), 320.33(c)
- Section 505(j)(8)(B)(i) of the FD&C Act
- Case law including Schering Corp. v. FDA, Fisons Corp. v. Shalala","- Ampyra is not an NTI drug: The FDA concluded that Ampyra does not meet the criteria for a narrow therapeutic index (NTI) drug. It lacks therapeutic drug monitoring, dose titration, and sub-therapeutic effects are not life-threatening.
- Standard bioequivalence range appropriate: The 80–125% bioequivalence acceptance interval is sufficient. The FDA explained that even when the drug’s pharmacokinetics vary outside that interval due to food intake or renal impairment, it remains safe and effective, and no special dosing adjustment is required.
- No need for four-way crossover design: A fully replicated crossover study is unnecessary as Ampyra is not an NTI drug.
- Partial AUC not required: There is no evidence that the partial AUC (e.g., AUCo-4) is a better predictor of seizure risk than the standard Cmax parameter. Hence, standard PK parameters (Cmax and AUC) are sufficient for assessing bioequivalence",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-2243-0004_Citizen_Petition_Approval_Response_from_FDA_CDER_t.pdf,6/5/2015,,"Center for Drug Evaluation and Research (CDER)
",Approved,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. 355(j))
- 21 CFR 314.3(b)
- 57 FR 17950 (Final Rule, April 28, 1992)","- The petitioner requested that FDA designate atropine sulfate ophthalmic solution, USP, 1% (NDA 206289), as a Reference Listed Drug (RLD).
- Although the product was listed in the Orange Book, it had not been designated as an RLD.
- There were no other therapeutically equivalent approved versions of the product available to serve as an RLD.
- Without the RLD designation, a generic ANDA could not be submitted, thus potentially shielding the product from generic competition.
- FDA determined that designating the product as an RLD was appropriate and in the interest of enabling generic submissions.",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-2276-0006_Interim_Response_Letter_from_FDA_CDER_to_Alan_Labo.pdf,6/18/2015,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"21 CFR 10.30(e)(2)
","The FDA was unable to reach a decision on the petition due to the need to address other Agency priorities. The letter notes that a full response will be provided as soon as possible, in accordance with agency resource constraints
",FALSE,
FDA-2014-P-2276-0007_Letter_from_FDA_CDER_to_Alan_Laboratories__Inc_.pdf,9/12/2016,,Center for Drug Evaluation and Research (CDER),Partially Approved / Partially Denied,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. 355(j))
- 21 CFR 314.3(b)
- 21 CFR 314.94(a)(3)","- The petition requested FDA to designate two generic drug products as reference listed drugs (RLDs).
- The FDA clarified that while RLDs are generally drugs approved under section 505(c), FDA can designate a generic drug as a reference standard for bioequivalence testing.
- FDA approved the designation of trospium chloride XR capsules, 60 mg, manufactured by Actavis under ANDA 091289, as a reference standard because it is the market leader.
- FDA denied the request to designate trospium chloride tablets, 20 mg, by Paddock under ANDA 091573 as a reference standard. Instead, FDA designated the Glenmark version (ANDA 091575) as the reference standard because it is the market leader.",FALSE,
FDA-2014-P-2301-0003_Interim_Response_Letter_from_FDA_CDER_to_Probiomed.pdf,6/17/2015,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted.","Center for Drug Evaluation and Research (CDER)
",Interim Response,"21 CFR 10.30(e)(2)
","The FDA stated that it was unable to reach a decision due to the need to address other Agency priorities. The response is provided per regulatory requirements 
",FALSE,
FDA-2014-P-2301-0004_Citizen_Petition_Denial_Response_from_FDA_CDER_to_.pdf,10/5/2015,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- 21 CFR 10.20(c)(5): Pertains to deletion of defamatory, scurrilous, or intemperate matter from records before submission to the Division of Dockets Management
- 21 CFR 10(c)(2): Addresses the requirement for English translations of foreign language materials submitted to FDA","- The petition's requests were unclear and lacked specific details regarding the alleged defamatory information.
- The FDA determined it could not take the requested actions, particularly without clear supporting facts.
- The FDA relies on petitioners to omit defamatory content themselves, as per regulatory requirements.
- FDA previously denied the Teva petitions that the petitioner referenced, and included a substantive explanation addressing Probioglat concerns in those denials.
- FDA reiterated that any ANDA for glatiramer acetate would be evaluated for active ingredient sameness and must meet all approval requirements.",FALSE,
