File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Review Comments
FDA-2019-P-5237-0004_Interim_Response_Letter_from_FDA_CDER_to_US_Agent_.pdf,"April 24, 2020",,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy",Interim Response — The FDA has not yet resolved the issues raised in the petition due to competing agency priorities,21 CFR 10.30(e)(2) (FDA’s regulation governing interim responses to citizen petitions),The petition requested that the FDA designate a suitable alternative reference standard (RS) for in vivo bioequivalence studies related to an ANDA for Amoxicillin and Clavulanate Potassium Extended Release Tablets. The FDA stated it could not yet reach a decision due to the need to address other agency priorities and indicated that a final response would be provided as soon as possible,
FDA-2019-P-1525-0008_Letter_from_FDA_CDER_to_Baxter_Healthcare_Corporat.pdf,"September 17, 2020",,Center for Drug Evaluation and Research (CDER),Partially Approved and Partially Dismissed — The FDA determined that CARDENE injection was not withdrawn for safety or effectiveness reasons (partial approval). The remainder of the petition was dismissed as moot,"Not Mentioned explicitly in the letter; refers to updates in the Orange Book, available via the FDA's CDER website","The FDA had already made a determination on January 23, 2020, that CARDENE (nicardipine hydrochloride) injection (25 mg/10 mL) was not withdrawn for safety or effectiveness reasons. The Orange Book has since been updated to reflect nicardipine hydrochloride injection (NDA 022276) as both a Reference Listed Drug (RLD) and Reference Standard, thus rendering the remainder of the petition moot",
FDA-2019-P-4523-0005_Citizen_Petition_Response_Letter_from_FDA_CDER_to_.pdf,"March 17, 2020",,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy",Approved — The FDA determined that the listed Potassium Chloride products were not withdrawn from sale for reasons of safety or effectiveness,"Not Mentioned explicitly in the response letter. Reference is made to the Orange Book and an enclosed Federal Register notice, but no specific statutes or regulations are cited","The FDA reviewed its records and determined that the specific Potassium Chloride in Dextrose 5% and Sodium Chloride 0.225% injection products (across various strengths) were not withdrawn for safety or effectiveness reasons. Therefore, these products will remain listed in the “Discontinued Drug Product List” section of the Orange Book",
FDA-2019-P-5997-0002_Signed_Acknowledgment_Letter_from_FDA_DMS_to_Multi.pdf,"December 19, 2019",,"Dockets Management Staff, FDA/Office of Operations (OO)","Acknowledged – The petition was received and filed, but no decision was made on its substantive merits.","21 C.F.R. § 101 (Labeling regulations)
- Federal Food, Drug, and Cosmetic Act (FFDCA)",The letter clearly states that acceptance for filing is procedural and does not indicate a decision on the substantive merits of the petition. This is standard practice upon receipt of a petition by the FDA,
FDA-2019-P-4879-0004_Interim_Response_from_FDA_CDER_to_Lachman_Consulta.pdf,"May 29, 2020",Date from e-signature,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy",Interim Response – The FDA has not yet resolved the issues raised in the petition due to the need to address other agency priorities,21 CFR 10.30(e)(2) – FDA regulation governing interim responses to citizen petitions,The FDA states that a decision on the petition has been delayed because of the need to address other agency priorities. They assure the petitioner that a final response will be issued as soon as resources allow,
FDA-2019-P-6100-0031_Interim_Response_Letter_from_FDA_CBER_to_American_.pdf,"May 5, 2020",,Center for Biologics Evaluation and Research (CBER),Interim Response – The FDA has not yet reached a resolution on the issues raised in the petition,"21 CFR 10.30(e)(2) (regulation governing interim responses to citizen petitions)
- Section 361 of the Public Health Service Act (mentioned in context of regulation of human-derived products)","The FDA has not issued a final decision because the petition raises complex issues that require input from multiple agency components. The agency has engaged with stakeholders and the public (e.g., public hearings and advisory meetings) and continues to evaluate the matter",
FDA-2019-P-4424-0004_Response_letter_from_FDA__CDER_to_Hibrow_Healthcar.pdf,"May 7, 2020",,Center for Drug Evaluation and Research (CDER),Granted (partially): The petition was granted only to the extent that FDA selected a new reference standard (ANDA 074721). The request to determine whether the product was voluntarily withdrawn for safety or efficacy reasons was denied.,"Section 505(j) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. 355(j))
- 21 CFR 314.3(b)
- 21 CFR 314.94(a)(3)
- 81 FR 69580 (October 6, 2016)","FDA found that the current reference standard (ANDA 071609) is no longer marketed.
- It is appropriate to select ANDA 074721 (Lannett) as the new reference standard because it is therapeutically equivalent to the Reference Listed Drug (RLD) and is the market leader based on commercial data.
- FDA reaffirmed its previous finding that the RLD (Sinequan) was not withdrawn for safety or efficacy reasons, making a new determination unnecessary.",
FDA-2019-P-5394-0003_Interim_Response_Letter_from_FDA_CFSAN_to_Consumer.pdf,"June 16, 2020",,"Office of Policy (FDA); The subject matter—regulation of CBD-containing dietary supplements—suggests involvement from the Center for Food Safety and Applied Nutrition (CFSAN), although not explicitly mentioned in the letterhead.",Interim response – Final decision pending,"21 U.S.C. § 321(ff)(3)(B)

Federal Food, Drug, and Cosmetic Act (FD&C Act)","The FDA stated that it requires additional time to issue a final response due to the complexity of the legal and policy issues raised in the petition regarding cannabidiol (CBD). The agency committed to providing a complete response after further analysis of the petition’s requests, which include:

Establishing a legal pathway for CBD-containing dietary supplements.

Maintaining regulatory controls for CBD-based medicines.

Enforcing actions against noncompliant manufacturers.

Monitoring safety concerns related to CBD products",
FDA-2019-P-1236-0004_Memorandum_of_Meeting___Listening_Meeting_with_Dr_.pdf,"April 11, 2019",,"CDER (Center for Drug Evaluation and Research) — specifically, Office of New Drugs (OND), including the Office of Therapeutic Biologics and Biosimilars",Listening meeting only; no formal response or decision issued.,Not Mentioned,"The FDA granted Dr. Sarfaraz Niazi’s request for a listening meeting made on March 25, 2019. During the meeting, FDA staff asked clarifying questions about Dr. Niazi’s “Risk-Based Licensing of Biosimilars” proposal but did not provide comments or responses. FDA clarified that the meeting was not a forum for testimony and noted discrepancies in Dr. Niazi’s post-meeting characterization. The submitted documents were added to relevant dockets for consideration.",
FDA-2019-P-2074-0004_Final_Response_from_FDA_CDER_to_Encube_Ethicals_Pr.pdf,"March 26, 2020",,Center for Drug Evaluation and Research (CDER),"Granted to the extent that FDA will select ANDA 076526 for fluorouracil topical solution, 5%, held by Taro, as a reference standard.","Section 505(j) of the FD&C Act (21 U.S.C. 355(j))
- 21 CFR §§ 314.3(b), 314.94, 314.93, 314.161
- 81 FR 69580 (Oct. 6, 2016)","The current RLD/reference standard (Efudex, NDA 016831) is unavailable in the market.
- Taro’s ANDA 076526 product is therapeutically equivalent to Efudex and is the current market leader.
- FDA concludes that a new reference standard is needed and Taro's product is appropriate for selection.",
FDA-2019-P-4683-0007_Interim_Response_Letter_from_FDA_CDER_to_Public_Ci.pdf,"April 3, 2020",,Center for Drug Evaluation and Research (CDER),Interim response; decision not yet reached,"21 CFR 10.30(e)(2)

Sections 503A(a) and 503B(a) of the Federal Food, Drug, and Cosmetic Act","The FDA has not yet resolved the issues raised in the petition because they involve complex matters requiring extensive review and analysis by agency officials. Therefore, an interim response was issued in accordance with regulatory requirements",
FDA-2019-P-1636-0007_Letter_from_FDA_CDER_to_Nexsen_Pruet__LLC.pdf,"September 18, 2020",,Center for Drug Evaluation and Research (CDER),Dismissed as moot,Not Mentioned,"The petition requested FDA to designate neostigmine methylsulfate solution, 3 mg/3 mL, approved under NDA 203629 (Fresenius Kabi USA, LLC) as an additional Reference Listed Drug (RLD) in the Orange Book. Since the Orange Book had already been updated to designate the drug as an RLD by the time of the response, the FDA dismissed the petition as moot",
FDA-2019-P-4962-0003_Interim_Response_Letter_from_FDA_CDER_to_Fresenius.pdf,"April 21, 2020",,Center for Drug Evaluation and Research (CDER),Interim response – FDA has not yet reached a decision on the petition,21 CFR 10.30(e)(2),"The FDA indicated that the petition raises complex issues that require extensive review and analysis by Agency officials. As a result, a final decision has not yet been made. The interim response is issued in compliance with FDA’s regulation on citizen petitions (21 CFR 10.30(e)(2))",
FDA-2019-P-5069-0005_Final_Response_letter_from_FDA_CFSAN_to_Ms__Rebecc.pdf,"June 30, 2020",,Center for Food Safety and Applied Nutrition (CFSAN),Denied,"21 CFR § 10.30(e)(3)
- FD&C Act: Sections 402(a)(2)(B) and 408
- 40 CFR 180.41
- Federal Register: 37 FR 13369 (1972), 47 FR 42956 (1982)","FDA determined that a 3 ppm action level for DDT in ginseng is not appropriate because it does not represent a level of contamination that is unavoidable.
- Surveillance data showed only 8% of 112 ginseng samples had detectable DDT, and all levels were well below 3 ppm (ranging from 0.013 to 0.650 ppm).
- EPA's internal memorandum suggested using the carrot action level as a surrogate but did not include a comprehensive analysis as required (e.g., crop grouping assessment, surveillance data review, Codex alignment).
- FDA emphasized that action levels must be set in consultation with the EPA and based on unavoidability, which the petition failed to demonstrate.",
FDA-2019-P-4424-0003_Interim_Response_Letter_from_FDA_CDER_to_Hibrow_He.pdf,"April 21, 2020",,Center for Drug Evaluation and Research (CDER),Interim response — the FDA has not yet resolved the issues raised in the petition.,21 CFR 10.30(e)(2),"The petition raises complex issues that require extensive review and analysis by Agency officials. Therefore, a final decision has not yet been made.",
FDA-2019-P-5441-0004_Interim_Response_from_FDA_to_Hyman__Phelps___McNam.pdf,"May 11, 2020",,"Center for Drug Evaluation and Research (CDER)
(Specifically: Office of Regulatory Policy)","Other – This is an interim response, not a final decision.",21 CFR 10.30(e)(2) – Regulation concerning interim responses to citizen petitions.,The FDA states that it has not yet resolved the issues raised in the citizen petition and supplemental petition due to the need to address other Agency priorities. The Agency promises to respond as soon as possible considering the numerous demands on its resources,
FDA-2019-P-5266-0003_Interim_Response_from_FDA_to_James_Grote.pdf,"May 6, 2020",,Center for Drug Evaluation and Research (CDER),Interim Response (Final decision not yet made),21 CFR 10.30(e)(2),The FDA has not yet resolved the issues raised in the citizen petition because it involves complex issues requiring extensive review and analysis by agency officials. This interim response was issued due to the numerous demands on the agency’s resources and in compliance with FDA regulations regarding citizen petitions,
FDA-2019-P-4481-0007_Interim_Response_Letter_from_FDA_CDER_to_Macleods_.pdf,"April 29, 2020",,"Center for Drug Evaluation and Research (CDER), specifically the Office of Regulatory Policy",Interim response – FDA has not yet resolved the issues raised in the petition,21 C.F.R. § 10.30(e)(2) – FDA’s regulation on interim responses to citizen petitions,The FDA has not reached a decision due to the need to address other Agency priorities. The interim response is issued to acknowledge the petition and comply with regulatory requirements while full evaluation is still pending,
FDA-2019-P-5403-0007_Interim_Response_from_FDA_CDER_to_Husch_Blackwell_.pdf,"May 6, 2020",,Center for Drug Evaluation and Research (CDER),Interim response – decision pending. FDA has not yet resolved the issues raised in the petition due to other agency priorities.,21 C.F.R. § 10.30(e)(2),FDA cites the need to address other Agency priorities as the reason for the delay in responding to the citizen petition. They assure a response will follow.,
,,,,,,,
FDA-2019-P-4515-0004_Interim_Response_from_Foley___Lardner_LLP_to_FDA_C.pdf,"March 19, 2020",,"Center for Drug Evaluation and Research (CDER)
Deputy Director, Office of Regulatory Policy",Interim response – FDA has not yet resolved the issues raised in the petition.,21 CFR 10.30(e)(2),FDA has not been able to reach a decision due to the need to address other agency priorities. The response notes that the Agency will reply to the petition as soon as possible given the numerous demands on its resources,
FDA-2019-P-6100-0034_Response_Leter_from_CBER_to_American_Association_o.pdf,"June 8, 2020",,Center for Biologics Evaluation and Research (CBER),Interim response; the FDA did not provide a final decision and stated it could not commit to a timeframe for a substantive response due to COVID-19-related priorities. The agency assured that the petition is actively under consideration.,"Not Mentioned
",The FDA cited the COVID-19 pandemic and competing public health priorities as the reason for not being able to provide a timeframe for a substantive response. The letter emphasizes that the agency acknowledges the importance of the issues raised and is actively reviewing the petition,
FDA-2019-P-5151-0073_Memorandum_of_Meeting_Minutes.pdf,"March 30, 2020",,Center for Drug Evaluation and Research (CDER); also involved: Office of the Chief Counsel,"Other – The document records a listening meeting, not a final response or decision on the petition.",Not Mentioned,"The meeting was intended to gather input on:
- The potential impact of FDA's response to GSK’s citizen petition on preemption law.
- Possible influence on the number of similar petitions in other cases.
- Whether the Zofran PSC planned to submit confidential material to the docket if GSK was open to lifting confidentiality designations.",Meeting Minutes
FDA-2019-P-5151-0063_Memo_to_Docket___11_8_19_call.pdf,"January 24, 2020",,"Office of the Chief Counsel, Food and Drug Administration","Other (Listening session / meeting memo, not a final decision)",139 S. Ct. 1668 (2019) – Merck Sharp & Dohme Corp. v. Albrecht,"The call was conducted as a listening session, with no new information to be introduced beyond what was already submitted to the petition docket.
- GSK provided background context regarding the preemption issues raised in litigation surrounding Zofran.
- GSK argued that FDA's previous decisions rejecting warning label changes were pivotal to the citizen petition.
- GSK emphasized their petition's novelty and that it was meant to engage FDA in evaluating the preemption implications of court cases and potential mislabeling risks under state law.
- The conversation reiterated that FDA’s prior decisions and scientific positions should not be second-guessed by courts, which was a core rationale behind the petition.",Listening Session
FDA-2019-P-1594-0147_DDLO_CDER_Consult_CFSAN_Diabetes.pdf,"DATE CONSULT RECEIVED: June 6, 2023
DATE CONSULT COMPLETED: January 31, 2024",,"Center for Drug Evaluation and Research (CDER); Specifically, the Division of Diabetes, Lipid Disorders and Obesity (DDLO)
","Other (Scientific Consultation)

This document is a scientific consultation rather than a formal approval/denial of a petition. It provides clinical guidance on diagnostic criteria and surrogate endpoints for evaluating qualified health claims related to type 2 diabetes.","No specific U.S. statutes or regulations (e.g., CFR or FD&C Act) are directly cited.

However, the following guidances and standards are referenced:

FDA’s 2009 Guidance for Industry: Scientific Evaluation of Health Claims
(Link).

American Diabetes Association (ADA) Standards of Medical Care in Diabetes – 2022.","The FDA (CDER/DDLO) provides extensive scientific rationale in response to CFSAN’s request, including:
Diagnostic Criteria for Type 2 Diabetes:
Diagnosis is based on ADA standards:
Fasting Plasma Glucose ≥126 mg/dL
2-hour OGTT ≥200 mg/dL
HbA1c ≥6.5%
Random glucose ≥200 mg/dL with symptoms
In absence of unequivocal hyperglycemia, two abnormal tests are required

Surrogate Endpoints for Risk of Type 2 Diabetes:
Valid and accurate surrogate endpoints include:
Impaired fasting glucose: 100–125 mg/dL
Impaired glucose tolerance: 140–199 mg/dL during OGTT
HbA1c: 5.7–6.4%
Insulin resistance alone is not recommended as an independent surrogate endpoint unless accompanied by prediabetic glucose levels

On Study Duration:
“Acute” studies (exposures <1 day) are too short to draw meaningful conclusions regarding type 2 diabetes risk.
A study duration of at least 3 weeks is suggested for assessing interventions affecting surrogate endpoints like glucose or HbA1c",sceintific consultation
FDA-2019-P-1594-0139_First_ext_request_on_Nov_22_2019_for_180_days_till.pdf,,"Email communication on November 22, 2019 and November 23, 2019",Center for Food Safety and Applied Nutrition (CFSAN),Extension Granted (Interim Response – not a final decision on the petition),Not Mentioned,"The FDA requested a 180-day extension from the current due date (Nov 25, 2019) in order to complete their review of the petition regarding the health claim that yogurt consumption reduces the risk of type 2 diabetes. The extension would shift the decision deadline to May 26, 2020.",
FDA-2019-P-1594-0141_Second_ext_request_on_May_25_2020_for_1_year_till_.pdf,,"Email communication on November 22, 2019; November 23, 2019; May 22, 2020; May 22, 2020",Center for Food Safety and Applied Nutrition (CFSAN),Extension Granted,Not Mentioned,"The FDA requested a one-year extension beyond the previous 180-day extension in order to complete the review of the qualified health claim petition concerning the relationship between yogurt consumption and reduction in the risk of type 2 diabetes mellitus. The extension was requested to allow more time for proper evaluation and review, and the petitioner (Danone North America) agreed to this extended timeline",
FDA-2019-P-1594-0142_Third_ext_request_on_May_25_2021_until_May_26_2022.pdf,,"Email communications on May 25, 2021",Center for Food Safety and Applied Nutrition (CFSAN),Granted (Extension Request Approved),Not Mentioned.,The FDA acknowledged the importance of the health claim regarding yogurt and reduction in the risk of type 2 diabetes mellitus and expressed commitment to finalizing the claim as soon as possible,
