File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Status of Review,Review Comments
FDA-2017-P-1251-0004_Final_Response_from_FDA_CVM_to_American_Feed_Indus.pdf,11/9/2022,,Center for Veterinary Medicine (CVM),Dismissed (moot),"- 21 CFR § 10.30(e)(3) — Grounds for dismissal of a petition
- 21 CFR Part 11 — Electronic records and electronic signatures
- 21 CFR Part 225 — CGMP regulations for medicated feeds","- The petition requested FDA to exempt electronic records required by 21 CFR Part 225 from the requirements of Part 11 (electronic records/signatures).
- Petitioners proposed either a direct final rule amending the regulations or a Level 2 guidance outlining enforcement discretion.
- Although FDA did not act within the petitioner’s requested timeline, the agency agreed that rulemaking is the appropriate method for addressing the issue.
- FDA publicly indicated its intent to publish a direct final rule, as included in the Spring 2022 Unified Agenda, which would exempt certain veterinary feed records from Part 11.
- As this action aligns with the petitioners' goals, FDA considered the petition substantively addressed and rendered moot
",FALSE,
FDA-2017-P-1252-0003_Interim_Response_Letter_from_FDA_CDER_to_Xiromed_L.pdf,8/24/2017,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) — Regulation requiring FDA to issue an interim response if a decision on a petition cannot be made within 180 days
","- The petition requested that FDA designate ANDA 077824 (Amneal Pharmaceuticals NY, LLC) as a reference standard for ranitidine hydrochloride tablets (EQ 150 mg and EQ 300 mg base).
- FDA explained it had not made a decision due to needing to address other Agency priorities and noted the numerous demands on its resources",FALSE,
FDA-2017-P-1252-0004_Response_Letter_from_FDA_CDER_to__VKT_Pharma_Priva.pdf,8/28/2018,,"Center for Drug Evaluation and Research (CDER)
",Dismissed (moot),"- Orange Book (Approved Drug Products with Therapeutic Equivalence Evaluations)
- FDA Draft Guidance for Industry: Ranitidine Hydrochloride (December 2009)
- No specific U.S. Code or CFR citations were made in the body of the response","- The petitioners requested that Amneal’s ANDA 077824 for ranitidine hydrochloride tablets (EQ 150 mg and EQ 300 mg base) be designated as the new reference standard because the RLD (NDA 018703 by GSK) was being discontinued.
- After the petitions were submitted, GSK officially discontinued their ranitidine products and FDA updated the Orange Book accordingly.
- FDA designated the 300 mg tablet strength under ANDA 077824 (Amneal) as the new reference standard, aligning with agency practice to choose the highest strength and follow product-specific guidance recommending 300 mg bioequivalence studies.
- As the requested outcome had already been implemented, FDA concluded the petitions were rendered moot
",FALSE,
FDA-2017-P-1278-0003_Petition_Approval_FDA_2017_P_1278.pdf,6/26/2017,,Center for Drug Evaluation and Research (CDER),Approved,"- Section 505(c)(3)(E)(ii) and 505(j)(5)(F)(ii) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. § 355)
- 21 CFR § 314.101(e)(2) — Refusal to receive premature applications
- FDA’s “umbrella policy” – referenced via 54 FR 28872 at 28898-28899 (July 10, 1989)
- Ferring Pharmaceuticals, Inc. v. Burwell, No. CV 15-0802 (RC), 2016 WL 4734333 (D.D.C. Sept. 9, 2016)
- Order, Ferring Pharms. Inc. v. Price, No. 16-5326 (D.C. Cir. March 17, 2017)","- Stribild contained two previously unapproved active ingredients (cobicistat and elvitegravir) and was therefore eligible for 5-year exclusivity, consistent with the holding in Ferring Pharmaceuticals v. Burwell.
- FDA already reflected this decision in the Orange Book, showing Stribild’s exclusivity expiring August 27, 2017.
- Under the umbrella policy, FDA extended the same exclusivity to Tybost (NDA 203094) and Vitekta (NDA 203093), which also appears in the Orange Book.
- FDA granted the request to refuse receipt of any ANDAs or 505(b)(2) applications referencing these drugs submitted before the 4-year mark unless they include a Paragraph IV certification.
- All three requests were therefore already implemented by the time of this response",FALSE,
FDA-2017-P-1297-0006_Interim_Response_Letter_from_FDA_CDER_to_Regcon_So.pdf,9/19/2017,,Center for Drug Evaluation and Research (CDER),Interim Response,- 21 CFR § 10.30(e)(2) — Requires interim response if the agency cannot resolve a petition within 180 days,"- The petition sought FDA’s determination that the original two-ingredient formulation of KINEVAC for injection (containing 5 mcg sincalide and 45 mg sodium chloride) is suitable for submission as an Abbreviated New Drug Application (ANDA).
- FDA stated it could not make a decision yet due to the need to address other Agency priorities and the numerous demands on its resources, thus issuing an interim response as required by regulation",FALSE,
FDA-2017-P-1297-0008_Memorandum_from_FDA_CDER_to_FDA_DMS.pdf,11/21/2024,,"Center for Drug Evaluation and Research (CDER)
",Withdrawn,Not applicable. ,"- The FDA made several attempts to contact the petitioner via:
Certified mail (July 11 and August 22, 2024)
Email (October 9, 2024)
- No response was received within 30 days after each communication.
- The FDA concluded the petition was inactive for over 5 years, and its continued review would detract from addressing more pressing public health concerns.
- Therefore, the agency considered the petition to be voluntarily withdrawn without prejudice, allowing resubmission in the future if desired",FALSE,
FDA-2017-P-1298-0091_Interim_Response_Letter_from_FDA_CFSAN_to_The_Good.pdf,8/29/2017,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Interim Response,"- 21 CFR § 10.30(e)(2) — FDA regulation requiring an interim response if no decision is made within 180 days
","- The petition requested FDA to issue regulations clarifying how foods may be named by reference to the names of other foods.
- FDA indicated that it had not yet reached a decision due to competing priorities within the agency.
- They committed to completing review and considering amendments as warranted within the context of other program priorities
",FALSE,
FDA-2017-P-1359-0026_Interim_Response_Letter_from_FDA_CDER_to_Pharmaceu.pdf,8/31/2017,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) — Governs interim responses when the FDA cannot make a decision within 180 days
","- The petition requested the FDA to revoke certain labeling approvals related to both extended-release and immediate-release opioid products, specifically seeking revocation of:
1. OxyContin’s chronic use labeling
2. ER opioids for chronic pain
3. IR opioids for chronic pain
4. Replace IR labeling with indications for acute pain only.
- FDA explained that the petition raised significant and complex issues requiring extensive internal review and analysis by agency officials. Hence, an interim response was issued pending further evaluation
",FALSE,
FDA-2017-P-1392-0006_Citizen_Petition_Response_Letter_from_FDA_CDER_to_.pdf,8/4/2017,,"Center for Drug Evaluation and Research (CDER)
","- Par Modification Petition: Denied
- Hospira Petition: Partially Approved / Partially Denied","- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FD&C Act) (21 U.S.C. 355(j))
- 21 CFR 314.94(a)(9)(iii)
- 21 CFR 314.127(a)(8)(ii)(B)
- 21 CFR 314.99(b)
- 21 CFR 314.162
- 21 CFR 314.122(a)
- 21 CFR 314.161(a)(1)
- Section 505(j)(4)(H) of the FD&C Act
- Section 505(j)(2)(A)(iv) and (j)(4) of the FD&C Act","- Impurity Specifications: FDA denied Par’s request to impose specific impurity limits for D-epinephrine and ESA on generic versions of Adrenalin because impurity profiles are application-specific and reviewed on a case-by-case basis. Uniform specifications were deemed inappropriate.
- Effectiveness Argument Rejected: FDA disagreed with Par’s claim that generics with higher levels of these impurities are necessarily less effective, citing a lack of evidence and pointing out that shelf life differences do not equate to differences in efficacy or safety.
- No Mandated Studies for ANDA Applicants: FDA rejected Par’s assertion that generic applicants must conduct the same studies Par performed, explaining that Par's commitments were voluntary (PMCs) and not FDA-mandated (PMRs).
- Hospira Petition: FDA granted the request to determine whether the original formulation was withdrawn for safety/effectiveness reasons (it was not), but denied the request to maintain its listing in the Orange Book. Reformulated Adrenalin is now the only version listed.",FALSE,Response relevant to Docket Nos. FDA-2017-P-1392 and FDA-2017-P-1573.
FDA-2017-P-1459-0004_Letter_from_FDA_to_Foley___Lardner_LLP.pdf,9/5/2017,,"Center for Drug Evaluation and Research (CDER)
",Approved (Determination Issued),"- 21 CFR 314.161 – Determination whether a drug was withdrawn for safety or effectiveness reasons
- 21 CFR 314.162 – Removal from the Orange Book if withdrawn for safety/effectiveness
- Section 505(j)(7) of the FD&C Act (21 U.S.C. 355(j)(7)) – Requirement for the Orange Book list","- FDA reviewed internal records, literature, and post-marketing safety data.
- No evidence was found that Enjuvia tablets were withdrawn due to safety or effectiveness concerns.
- Therefore, FDA concluded that these drugs can continue to serve as references for Abbreviated New Drug Applications (ANDAs) as long as other regulatory requirements are met
",FALSE,
FDA-2017-P-1460-0003_Interim_Response_Letter_from_FDA_CDER_to_Covington.pdf,8/31/2017,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) – Regulation requiring FDA to issue an interim response when unable to decide a petition within 180 days
","- The citizen petition requested that FDA designate methotrexate solution injection for subcutaneous use (NDA 205776, Medac Pharma Inc.) in specific strengths as an additional reference listed drug in the Orange Book.
- FDA stated it could not yet reach a decision due to other agency priorities and limited resources, issuing this letter in compliance with federal regulations",FALSE,
FDA-2017-P-1461-0004_Response_Letter_from_FDA_CDER_to_Foley___Lardner_L.pdf,8/30/2017,,"Center for Drug Evaluation and Research (CDER)
",Approved (Determination Issued),"Not Explicitly Mentioned (but the action pertains to 21 CFR 314.161, which governs determinations of withdrawal for safety or effectiveness related to the Orange Book listing)
","- FDA reviewed internal records and determined that Cenestin tablets were not withdrawn for reasons of safety or effectiveness.
- As such, the drug products will continue to be listed in the Orange Book’s ""Discontinued Drug Product List,"" making them eligible as reference products for ANDA submissions
",FALSE,
FDA-2017-P-1573-0004_Citizen_Petition_Response_Letter_from_FDA_CDER_to_.pdf,8/4/2017,,"Center for Drug Evaluation and Research (CDER)
","- Par Modification Petition: Denied
- Hospira Petition: Partially Approved / Partially Denied","- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FD&C Act) (21 U.S.C. 355(j))
- 21 CFR 314.94(a)(9)(iii)
- 21 CFR 314.127(a)(8)(ii)(B)
- 21 CFR 314.99(b)
- 21 CFR 314.162
- 21 CFR 314.122(a)
- 21 CFR 314.161(a)(1)
- Section 505(j)(4)(H) of the FD&C Act
- Section 505(j)(2)(A)(iv) and (j)(4) of the FD&C Act","- Impurity Specifications: FDA denied Par’s request to impose specific impurity limits for D-epinephrine and ESA on generic versions of Adrenalin because impurity profiles are application-specific and reviewed on a case-by-case basis. Uniform specifications were deemed inappropriate.
- Effectiveness Argument Rejected: FDA disagreed with Par’s claim that generics with higher levels of these impurities are necessarily less effective, citing a lack of evidence and pointing out that shelf life differences do not equate to differences in efficacy or safety.
- No Mandated Studies for ANDA Applicants: FDA rejected Par’s assertion that generic applicants must conduct the same studies Par performed, explaining that Par's commitments were voluntary (PMCs) and not FDA-mandated (PMRs).
- Hospira Petition: FDA granted the request to determine whether the original formulation was withdrawn for safety/effectiveness reasons (it was not), but denied the request to maintain its listing in the Orange Book. Reformulated Adrenalin is now the only version listed.",FALSE,Response relevant to Docket Nos. FDA-2017-P-1392 and FDA-2017-P-1573.
