File Name,Date of Response,Identity of Submitting Entity,Source_Year
FDA-2017-P-2233-0053_Final_Response_Letter_from_FDA_CDRH_to_Consumers_f.pdf,"May 26, 2022",FDA CDRH to Consumers f,2017
FDA-2017-P-2245-0004_Interim_Response_Letter_from_CDER_to_Fresenius_Kab.pdf,"April 7, 2017",CDER to Fresenius Kab,2017
FDA-2017-P-2365-0005_Interim_Response_Letter_from_CFSAN_to_Senators_Sch.pdf,"April 14, 2017",CFSAN to Senators Sch,2017
FDA-2017-P-2365-0006_Final_Response_Letter_from_FDA_to_The_Office_of_Se.pdf,"December 19, 2017",FDA to The Office of Se,2017
FDA-2017-P-2530-0004_Final_Response_Letter_from_FDA_to_Lachman_Consulta.pdf,"April 21, 2017",FDA to Lachman Consulta,2017
FDA-2017-P-2563-0042_Interim_Response_from_FDA_to_The_Tatia_Oden_French.pdf,"April 24, 2017",FDA to The Tatia Oden French,2017
FDA-2017-P-2626-0003_Interim_Response_Letter_from_FDA_CFSAN_to_Emord___.pdf,"October 17, 2017",FDA CFSAN to Emord,2017
FDA-2017-P-2626-0007_Response_letter_from_FDA__CFSAN_Emord_and_Associat.pdf,"April 26, 2017",FDA  CFSAN Emord and Associat,2017
FDA-2017-P-2659-0004_Interim_Response_from_FDA_to_Jubilant_Generics.pdf,"April 27,2017",FDA to Jubilant Generics,2017
FDA-2017-P-2659-0005_Final_Response_Letter_from_FDA_to_Jubilant_Generic.pdf,"April 27, 2017",FDA to Jubilant Generic,2017
FDA-2017-P-2660-0004_Interim_Response_from_FDA_CDER_to_Jubilant_Generic.pdf,"October 27, 2017",FDA CDER to Jubilant Generic,2017
FDA-2017-P-2660-0006_Final_Response_from_FDA_CDER_to_Jubilant_Generics.pdf,"April 27, 2017",FDA CDER to Jubilant Generics,2017
FDA-2017-P-2733-0004_Interim_Response_Letter_from_FDA_CDER_to_Esophagea.pdf,"May 1, 2017",FDA CDER to Esophagea,2017
FDA-2017-P-2733-0006_Response_Letter_from_FDA_CDER_to_Esophageal_Cancer.pdf,"May 1, 2017",FDA CDER to Esophageal Cancer,2017
FDA-2017-P-2836-0003_Interim_Response_Letter_from_FDA_CDER_to_VKT_Pharm.pdf,"May 4, 2017",FDA CDER to VKT Pharm,2017
FDA-2017-P-2836-0004_Response_Letter_from_FDA_CDER_to__VKT_Pharma_Priva.pdf,"May 4, 2017",FDA CDER to  VKT Pharma Priva,2017
FDA-2017-P-2967-0007_Final_Response_Letter_from_FDA_CDER_to_Lachman_Con.pdf,"May 9, 2017",FDA CDER to Lachman Con,2017
FDA-2017-P-3092-0010_Response_Letter_from_FDA_to___AstraZeneca_Global_M.pdf,"May 15, 2017",FDA to   AstraZeneca Global M,2017
FDA-2017-P-3196-0071_Response_Letter_from_CFSAN_to_Philip_Spiller__et__.pdf,"October 13, 2017",CFSAN to Philip Spiller  et,2017
FDA-2017-P-3196-0074_Reconsideration_Denial_CP_Response_to_Philip_Spill.pdf,"November 13, 2017",Philip Spill,2017
FDA-2017-P-3329-0003_Interim_Response_from_FDA_to_Hyman__Phelps___McNam.pdf,"May 25, 2017",FDA to Hyman  Phelps   McNam,2017
FDA-2017-P-3329-0004_Response_from_FDA_CDERto_Hyman__Phelps___McNamara_.pdf,"May 25, 2017",FDA CDERto Hyman  Phelps   McNamara,2017
FDA-2017-P-3330-0005_Interim_Response_from_FDA_redacted.pdf,"November 17, 2017",FDA redacted,2017
FDA-2017-P-3330-0006_Dental_Laser_CP_Final_Response.pdf,"January 28, 2020",,2017
FDA-2017-P-3405-0003_Interim_response__from_FDA_CDRH__to__Michael_Boggi.pdf,"May 30, 2017",FDA CDRH  to  Michael Boggi,2017
FDA-2017-P-3468-0004_Interim_Response_from_FDA_to_Teligent_Pharma__Inc.pdf,"June 1, 2017",FDA to Teligent Pharma  Inc,2017
FDA-2017-P-3484-0003_Interim_Response_Letter_from_FDA_CDER_to_Glasshous.pdf,"June 2, 2017",FDA CDER to Glasshous,2017
FDA-2017-P-3486-0013_Interim_Response_to_BioMedEcon__LLC_from_FDA_CDER.pdf,"June 2, 2017",FDA CDER,2017
FDA-2017-P-3581-0005_Response_from_FDA_CDER_to_Alembic_Pharmaceuticals.pdf,"June 7, 2017",FDA CDER to Alembic Pharmaceuticals,2017
FDA-2017-P-3672-0022_Response_Letter_from_FDA_to_Millennium_Pharmaceuti.pdf,"June 9, 2017",FDA to Millennium Pharmaceuti,2017
FDA-2017-P-3675-0004_Interim_Response_Letter_from_FDA_CDER_to_Teligent_.pdf,"June 9, 2017",FDA CDER to Teligent,2017
FDA-2017-P-3684-0004_Final_Response_Letter_from_FDA_to_Goodwin_Procter_.pdf,"June 9, 201",FDA to Goodwin Procter,2017
FDA-2017-P-3832-0003_Interim_Response_from_FDA_to_Porzio__Bromberg___Ne.pdf,"June 20, 2017",FDA to Porzio  Bromberg   Ne,2017
FDA-2017-P-3832-0004_FDA_2017_P_3832___NPA_Response_Letter.pdf,"June 13, 2018",,2017
FDA-2017-P-3884-0003_Final_Response_letter_for_FDA_2017_P_3884_and_FDA_.pdf,"December 18, 2013",,2017
FDA-2017-P-3950-0003_Interim_Response_from_FDA_to_Amin_Talati_Upadhye_L.pdf,"June 23, 2017",FDA to Amin Talati Upadhye L,2017
FDA-2017-P-4039-0003_Interim_Response_Letter_from_FDA_CDER_to_Center_fo.pdf,"July 3, 2017",FDA CDER to Center fo,2017
FDA-2017-P-4233-0007_Final_Response_Letter_from_FDA_CDER_to_Lachman_Con.pdf,"July 13, 2017",FDA CDER to Lachman Con,2017
FDA-2017-P-4245-0003_Interim_Response_from_FDA_to_Jubilant_Generics.pdf,"July 13, 2017",FDA to Jubilant Generics,2017
FDA-2017-P-4334-0042_Response_Letter_from_FDA_to_Sidley_Austin_LLP.pdf,"July 12, 2017",FDA to Sidley Austin LLP,2017
FDA-2017-P-4335-0003_Interim_response_from_FDA_CDRH_to_William_Bonifici.pdf,"July 11, 2017",FDA CDRH to William Bonifici,2017
FDA-2017-P-4335-0004_Response_Letter_from_FDA_CDRH_to_William_Bonificio.pdf,"May 26, 2021",FDA CDRH to William Bonificio,2017
FDA-2017-P-4389-0003_Interim_Response_Letter.pdf,"July 21, 2017",,2017
FDA-2017-P-4409-0004_Response__from__Synergy_Pharmaceuticals_to_CDER.pdf,"October 11,2017",Synergy Pharmaceuticals to CDER,2017
FDA-2017-P-4409-0006_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,"July 24, 2017",FDA CDER to Hyman  Ph,2017
FDA-2017-P-4409-0007_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"July 24, 2017",FDA CDER to Hyman  Phelps   M,2017
FDA-2017-P-4500-1796_Final_Response_Letter_from_FDA_CBER_to_Kent_Hecken.pdf,"December 2, 2022",FDA CBER to Kent Hecken,2017
FDA-2017-P-4575-0003_Interim_Response_Letter_from_CSFAN_to_Unilever.pdf,"August 4, 2017",CSFAN to Unilever,2017
FDA-2017-P-4575-0195_Response_Letter_to_Unilever_for_a_1_year_Extension.pdf,"August 24, 2018",Unilever for a 1 year Extension,2017
FDA-2017-P-4575-0196_Response_Letter_to_Unilever_for_a_1_year_Extension.pdf,"February 24, 2021",Unilever for a 1 year Extension,2017
FDA-2017-P-4575-0198_Response_Letter_to_Unilever_for_a_1_year_Extension.pdf,"February 23, 2022",Unilever for a 1 year Extension,2017
FDA-2017-P-4575-0200_Response_Letter_to_Unilever_for_a_1_year_Extension.pdf,"February 23, 2023",Unilever for a 1 year Extension,2017
FDA-2017-P-4575-0202_Response_Letter_to_Unilever_for_a_1_year_Extension.pdf,"February 23, 2024",Unilever for a 1 year Extension,2017
FDA-2017-P-4670-0008_Interim_Response_from_FDA_to_Baxter_Healthcare_Cor.pdf,"August 2, 2017",FDA to Baxter Healthcare Cor,2017
FDA-2017-P-4736-0003_Interim_Response_from_FDA_CDER_to_the_Americal_Den.pdf,"August 4, 2017",FDA CDER to the Americal Den,2017
FDA-2017-P-4791-0004_Interim_Response_Letter_from_CDER_to_Hyman__Phelps.pdf,"August 8, 2017",CDER to Hyman  Phelps,2017
FDA-2017-P-4939-0005_Interim_Response_Letter_to_Dr__Chul_Hi_Park.pdf,"August 14, 2017",Dr  Chul Hi Park,2017
FDA-2017-P-5027-0010_Response_Letter_from_FDA_CDER_to_Wilson_Disease_As.pdf,"August 17, 2017",FDA CDER to Wilson Disease As,2017
FDA-2017-P-5080-0003_Interim_Response_Letter_from_FDA_CDER_to_Quagen_Ph.pdf,"August 17, 2017",FDA CDER to Quagen Ph,2017
FDA-2017-P-5081-0004_Interim_Response_Letter_from_FDA_CDER_to_Pfizer__I.pdf,"August 18, 2017",FDA CDER to Pfizer  I,2017
FDA-2017-P-5081-0005_Response_from_FDA_CDER_to_Pfizer_Essential_Health_.pdf,"August 17, 2017",FDA CDER to Pfizer Essential Health,2017
FDA-2017-P-5082-0014_Interim_Response_Letter_from_FDA_CFSAN_to_ChromaDe.pdf,"February 15, 2018",FDA CFSAN to ChromaDe,2017
FDA-2017-P-5090-0003_Interim_Response_Letter_from_CDER_to_Macleods_Phar.pdf,"August 18, 2017",CDER to Macleods Phar,2017
FDA-2017-P-5090-0004_Response_Letter_from_CDER_to_Macleods_Pharmaceutic.pdf,"August 18, 2017",CDER to Macleods Pharmaceutic,2017
FDA-2017-P-5118-1369_Interim_Response_Letter_from_FDA_CFSAN_to_Gluten_F.pdf,"August 18, 2017",FDA CFSAN to Gluten F,2017
FDA-2017-P-5124-0004_Final_Response_Letter_from_FDA_to_Hyman__Phelps___.pdf,"January 31, 2018",FDA to Hyman  Phelps,2017
FDA-2017-P-5205-0003_Interim_Response_Letter_from_FDA_CDER_to_Xiromed__.pdf,"August 24, 2017",FDA CDER to Xiromed,2017
FDA-2017-P-5370-0011_Interim_Response_from_FDA_to_Dennis_Ryll_Redacted.pdf,"August 31, 2017",FDA to Dennis Ryll Redacted,2017
FDA-2017-P-5396-1001_Interim_Response_from_FDA_to_Physicians_for_Respon.pdf,"September 1, 2017",FDA to Physicians for Respon,2017
FDA-2017-P-5592-0005_Interim_Response_from_FDA_to_International_Isotope.pdf,"September 11, 2017",FDA to International Isotope,2017
FDA-2017-P-5787-0221_Interim_Response_from_FDA_to_Post_Finasteride_Synd.pdf,"September 18, 2017",FDA to Post Finasteride Synd,2017
FDA-2017-P-5787-0242_Final_Response_Letter_from_FDA_CDER_to_Post_Finast.pdf,"September 18, 2017",FDA CDER to Post Finast,2017
FDA-2017-P-5799-0004_Interim_Response_Letter_From_FDA_CDER_to_Granules_.pdf,"September 19, 2017",FDA CDER to Granules,2017
FDA-2017-P-5799-0005_Response_Letter_From_FDA_CDER_to_Granules_Pharmace.pdf,"September 18, 2017",FDA CDER to Granules Pharmace,2017
FDA-2017-P-5845-0003_Interim_Response__Letter_from_FDA_CDER_to_B_H_Cons.pdf,"September 20, 2017",FDA CDER to B H Cons,2017
FDA-2017-P-5946-0004_Response_Letter_from_FDA_to_Goodwin_Procter_LLP.pdf,"September 26, 2017",FDA to Goodwin Procter LLP,2017
FDA-2017-P-5947-0004_Interim_Response_Letter_from_FDA_CDER_to_Teligent_.pdf,"September 26, 2017",FDA CDER to Teligent,2017
FDA-2017-P-5954-0005_Interim_Response__Letter_from_FDA_CDER_to_Elite_La.pdf,"September 27, 2017",FDA CDER to Elite La,2017
FDA-2017-P-5978-0005_Interim_Response_Letter_from_FDA_CDER_to_JR_Rapoza.pdf,"September 28, 2017",FDA CDER to JR Rapoza,2017
FDA-2017-P-6020-0006_Final_Response_Letter_from_FDA_CDER_to_Axinn__Velt.pdf,"October 3, 2017",FDA CDER to Axinn  Velt,2017
FDA-2017-P-6027-0006_Approval_Letter_from_FDA_CDER_to_Axinn__Veltrop___.pdf,"October 3, 2017",FDA CDER to Axinn  Veltrop,2017
FDA-2017-P-6028-0009_Response_Letter_from_FDA_CDER_to_Axinn__Veltrop___.pdf,"October 3, 2017",FDA CDER to Axinn  Veltrop,2017
FDA-2017-P-6029-0022_Response_Letter_from_FDA_CDER_to_Novo_Nordisk__Inc.pdf,"October 2, 2017",FDA CDER to Novo Nordisk  Inc,2017
FDA-2017-P-6101-0004_Interim_Response_Letter_from_FDA_CDER_to_Strides_P.pdf,"October 10, 2017",FDA CDER to Strides P,2017
FDA-2017-P-6101-0005_Agency_Response_Letter_from_FDA_CDER_to_Strides_Ph.pdf,"October 10, 2017",FDA CDER to Strides Ph,2017
FDA-2017-P-6116-0006_Final_Response_Letter_from_FDA_CDER_to_King___Spal.pdf,"October 11, 2017",FDA CDER to King   Spal,2017
FDA-2017-P-6136-0004_Interim_response_from_FDA_CDER_to_Foley___Lardner_.pdf,"October 12, 2017",FDA CDER to Foley   Lardner,2017
FDA-2017-P-6136-0005_Denial_Letter_from_FDA__CDER_to_Foley___Lardner_LL.pdf,"October 12, 2017",FDA  CDER to Foley   Lardner LL,2017
FDA-2017-P-6208-0004_Interim_Response_Letter.pdf,"October 19,2017",,2017
FDA-2017-P-6211-0012_Interim_Response_Ltr_for_FDA_2017_P_6211_to_Hugh_C.pdf,"October 19, 2017",Hugh C,2017
FDA-2017-P-6214-0003_Interim_Response_Letter_from_FDA_CDER_to_Yabao_Pha.pdf,"September 25, 2017",FDA CDER to Yabao Pha,2017
FDA-2017-P-6214-0004_Interim_Response_Letter_from_FDA_CDER_to_Esophagea.pdf,"October 19, 2017",FDA CDER to Esophagea,2017
FDA-2017-P-6245-0009_Interim_response_letter_from_FDA_CFSAN_to_ViGuard_.pdf,"October 23, 2017",FDA CFSAN to ViGuard,2017
FDA-2017-P-6248-0007_Final_Response_Letter_from_FDA_CDER_to_Lachman_Con.pdf,"October 23, 2017",FDA CDER to Lachman Con,2017
FDA-2017-P-6274-0007_Response_Letter_from_FDA_CDER_to_Amneal_Pharmaceut.pdf,"October 26, 2017",FDA CDER to Amneal Pharmaceut,2017
FDA-2017-P-6291-0003_Interim_Response_Letter_from_FDA_CDER_to_Lachman_C.pdf,"October 26, 2017",FDA CDER to Lachman C,2017
FDA-2017-P-6307-0004_Interim_Response_Letter_from_FDA_CDER_to_Aurolife_.pdf,"October 27, 2017",FDA CDER to Aurolife,2017
FDA-2017-P-6307-0007_Response_Letter_from_FDA_CDER_to_Aurolife_Pharma_L.pdf,"October 26, 2017",FDA CDER to Aurolife Pharma L,2017
FDA-2017-P-6316-0009_Interim_Response_from_FDA_CDER_to_Provepharm__SAS.pdf,"October 30, 2017",FDA CDER to Provepharm  SAS,2017
FDA-2017-P-6316-0010_Response_Letter_from_FDA_CDER_to_Kleinfeld__Kaplan.pdf,"October 30, 2017",FDA CDER to Kleinfeld  Kaplan,2017
FDA-2017-P-6451-0006_Approval_Letter_from_FDA_CDER_to_Locke_Lord_LLP.pdf,"November 8, 2017",FDA CDER to Locke Lord LLP,2017
FDA-2017-P-6479-0004_Interim_Response_from_FDA_CDER_to_Teligent_Pharma_.pdf,"November 13, 2017",FDA CDER to Teligent Pharma,2017
FDA-2017-P-6513-0015_Interim_Response_from_FDA_CDER_to_Public_Citizen.pdf,"November 15, 2017",FDA CDER to Public Citizen,2017
FDA-2017-P-6663-0014_Letter_of_Denial_from_FDA_CDRH_to_Dr___Albert_Edwa.pdf,"May 25, 2020",FDA CDRH to Dr   Albert Edwa,2017
FDA-2017-P-6689-0004_Interim_response_from_FDA_CDER_to_Muthusamy_Shanmu.pdf,"November 29, 2017",FDA CDER to Muthusamy Shanmu,2017
FDA-2017-P-6692-0040_Interim_Response_from_FDA_CDER_to_Drug_Watch_Int_.pdf,"November 29, 2017",FDA CDER to Drug Watch Int,2017
FDA-2017-P-6745-0009_Interim_Response_Letter_from_FDA_CDER_to_Foley_Hoa.pdf,"December 5, 2017",FDA CDER to Foley Hoa,2017
FDA-2017-P-6745-0010_Response_Letter_from_FDA_CDER_to_Foley_Hoag_LLP.pdf,"May 4, 2018",FDA CDER to Foley Hoag LLP,2017
FDA-2017-P-6751-0012_180_Day_Interim_Response_Letter_from_FDA_CFSAN_to_.pdf,"December 5, 2017",FDA CFSAN to,2017
FDA-2017-P-6758-0003_Interim_Response_from_FDA_CDER_to_Public_Citizen.pdf,"December 6, 2017",FDA CDER to Public Citizen,2017
FDA-2017-P-6777-0003_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,"December 6, 2017",FDA CDER to Hyman  Ph,2017
FDA-2017-P-6805-0003_Interim_Response_Letter_from_FDA_CDER_to_Bracco_Di.pdf,"December 8, 2017",FDA CDER to Bracco Di,2017
FDA-2017-P-6809-0003_Interim_Response_Letter_from_FDA_CDER_to_Freyr_Inc.pdf,"December 8, 2017",FDA CDER to Freyr Inc,2017
FDA-2017-P-6809-0004_Final_Response_Letter_from_FDA_CDER_to_Freyr_Inc__.pdf,"December 8, 2017",FDA CDER to Freyr Inc,2017
FDA-2017-P-6918-0022_Response_Letter_from_FDA_CDER_to_St__Jude_Children.pdf,"June 29, 2020",FDA CDER to St  Jude Children,2017
FDA-2017-P-6968-0005_Response_Letter_from_FDA_to_Ceva_Animal_Health__LL.pdf,"December 21, 2017",FDA to Ceva Animal Health  LL,2017
FDA-2017-P-7033-0007_Response_Letter_from_FDA_CDER_to_Jubilant_Generics.pdf,"December 29, 2017",FDA CDER to Jubilant Generics,2017
FDA-2018-P-0034-0004_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,"January 2, 2018",FDA CDER to Hyman  Ph,2018
FDA-2018-P-0034-0005_Agency_Response_Letter_from_FDA_CDER_to_Strides_Ph.pdf,"October 10, 2017",FDA CDER to Strides Ph,2018
FDA-2018-P-0097-0003_Interim_Response_from_FDA_CDER.pdf,"January 5, 2018",FDA CDER,2018
FDA-2018-P-0098-0007_Final_Response_Letter_from_FDA_CDER_to_Lachman_Con.pdf,"January 8, 2018",FDA CDER to Lachman Con,2018
FDA-2018-P-0130-0007_Response_Letter_from_FDA_CDER_to_Lachman_Consultan.pdf,"January 8, 2018",FDA CDER to Lachman Consultan,2018
FDA-2018-P-0131-0007_Final_Response_Letter_from_FDA_CDER_to_Lachman_Con.pdf,"January 8, 2018",FDA CDER to Lachman Con,2018
FDA-2018-P-0266-0003_Response_Letter_from_FDA_CDER_to_Arent_Fox_LLP.pdf,"January 17, 2018",FDA CDER to Arent Fox LLP,2018
FDA-2018-P-0268-0003_Response_Letter_from_FDA_CDER_to_Arent_Fox_LLP.pdf,"January 17, 2018",FDA CDER to Arent Fox LLP,2018
FDA-2018-P-0269-0003_Response_Letter_from_FDA_CDER_to_Arent_Fox_LLP.pdf,"January 17, 2018",FDA CDER to Arent Fox LLP,2018
FDA-2018-P-0322-0004_Final_Response_from_FDA_CTP.pdf,"February 4, 2022",FDA CTP,2018
FDA-2018-P-0345-0006_Interim_Response_Letter_from_FDA_CDER_to_Macleods_.pdf,"January 23, 2018",FDA CDER to Macleods,2018
FDA-2018-P-0564-0006_Interim_Response_Letter_from_FDA_CFSAN_to_Panera__.pdf,"January 18, 2018",FDA CFSAN to Panera,2018
FDA-2018-P-0564-0007_Final_Response_Letter_from_FDA_CFSAN_to_Panera__LL.pdf,"March 29, 2022",FDA CFSAN to Panera  LL,2018
FDA-2018-P-0597-0004_Interim_Response_from_FDA_CDER_re_FDA_2018_P_0597.pdf,"February 7, 2018",FDA CDER re FDA 2018 P 0597,2018
FDA-2018-P-0599-0018_Interim_Response_from_FDA_OC_to_National_Pediculos.pdf,"February 6, 2018",FDA OC to National Pediculos,2018
FDA-2018-P-0599-0020_Final_Response_from_FDA_OC_to_National_Pediculosis.pdf,9/26/18,FDA OC to National Pediculosis,2018
FDA-2018-P-0614-0003_Interim_response_from_FDA_DDM_to__GeneYork_Pharmac.pdf,"February 7, 2018",FDA DDM to  GeneYork Pharmac,2018
FDA-2018-P-0625-0007_Interim_Response_from_FDA_CDER_to_Made_in_the_USA_.pdf,"February 8, 2018",FDA CDER to Made in the USA,2018
FDA-2018-P-0664-0003_Interim_response_from_FDA_CDER_to_Prinston_Pharmac.pdf,"February 9, 2018",FDA CDER to Prinston Pharmac,2018
FDA-2018-P-0670-0008_Interim_Response_Letter_FDA_2018_P_0670.pdf,"January 24, 2018",,2018
FDA-2018-P-0673-0009_Interim_Response_from_FDA_CDER_to_Justice_for_Jake.pdf,"February 9, 2018",FDA CDER to Justice for Jake,2018
FDA-2018-P-0673-0011_Response_Letter_from_FDA_CDER_to_Justice_for_Jake.pdf,"February 9, 2018",FDA CDER to Justice for Jake,2018
FDA-2018-P-0674-0007_Final_Response_Letter_from_FDA_CDER_to_Medtech_Pro.pdf,"February 12, 2018",FDA CDER to Medtech Pro,2018
FDA-2018-P-0870-0007_Final_Response_Letter_from_FDA_CDER_to_Lachman_Con.pdf,"February 26, 2018",FDA CDER to Lachman Con,2018
FDA-2018-P-0874-0049_Interim_Response_Letter_from_FDA_CFSAN_to_Bonumose.pdf,"February 22, 2018",FDA CFSAN to Bonumose,2018
FDA-2018-P-0874-0051_Interim_Response_Letter_from_FDA_CFSAN_to_Bonumose.pdf,"February 22, 2018",FDA CFSAN to Bonumose,2018
FDA-2018-P-0874-0055_Supplemental_Response_Letter_from_CFSAN_to_Bonumos.pdf,"November 29, 2023",CFSAN to Bonumos,2018
FDA-2018-P-0876-0006_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"February 23, 2018",FDA CDER to Hyman  Phelps   M,2018
FDA-2018-P-0877-0005_The_Food_Lawyers_Interim_Respons.pdf,"June 13, 2018",,2018
FDA-2018-P-0878-0006_Approval_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"February 26, 2018",FDA CDER to Hyman  Phelps   M,2018
FDA-2018-P-0884-0004_Interim_Response_Letter_from_FDA_CDER_to_Buchanan_.pdf,"February 26, 2018",FDA CDER to Buchanan,2018
FDA-2018-P-0884-0005_Response_Letter_from_FDA_CDER_to_Buchanan_Ingersol.pdf,"February 26, 2018",FDA CDER to Buchanan Ingersol,2018
FDA-2018-P-0945-0010_Interim_Response_Letter_from_FDA_CBER_to_Scott_Bea.pdf,"February 21, 2018",FDA CBER to Scott Bea,2018
FDA-2018-P-0945-0012_Agency_Response_Letter_from_FDA_CBER_to_Scott_Beac.pdf,"February 21, 2018",FDA CBER to Scott Beac,2018
FDA-2018-P-0964-0005_Agency_Response_Letter_from_FDA_CDER_to_Fresenius_.pdf,"March 2, 2018",FDA CDER to Fresenius,2018
FDA-2018-P-0967-0005_Agency_Response_Letter_from_FDA_CDER_to_Fresenius_.pdf,"March 2, 2018",FDA CDER to Fresenius,2018
FDA-2018-P-1173-0034_Interim_Response_Letter_from_FDA_CDER_to_Alliance_.pdf,"March 15, 2018",FDA CDER to Alliance,2018
FDA-2018-P-1173-0036_Response_Letter_from_FDA_OC_to_Alliance_for_Natura.pdf,"December 13, 2022",FDA OC to Alliance for Natura,2018
FDA-2018-P-1174-0006_Final_Response_Letter_from_FDA_CDER_to_Pharma_Regu.pdf,"March 16, 2018",FDA CDER to Pharma Regu,2018
FDA-2018-P-1195-0006_Interim_Response_Letter_from_FDA_CDER_to_Kurt_Kars.pdf,"March 19, 2018",FDA CDER to Kurt Kars,2018
FDA-2018-P-1195-0007_Interim_Response_from_FDA_CDER_to_Hyman__Phelps___.pdf,"March 19, 2018",FDA CDER to Hyman  Phelps,2018
FDA-2018-P-1197-0003_Interim_Response_from_FDA_CDER_to_Exela_Pharma_Sci.pdf,"March 19, 2018",FDA CDER to Exela Pharma Sci,2018
FDA-2018-P-1263-0005_Interim_Response_Letter_from_FDA_CDER_to_Kratz___B.pdf,"March 26, 2018",FDA CDER to Kratz   B,2018
FDA-2018-P-1335-0004_Agency_Response_Letter_from_FDA_CDER_to_Hyman__Phe.pdf,"March 30, 2018",FDA CDER to Hyman  Phe,2018
FDA-2018-P-1351-0006_Agency_Response_Letter_from_FDA_CVM_to_Schafer_Vet.pdf,"March 19, 2018",FDA CVM to Schafer Vet,2018
FDA-2018-P-1352-0006_Agency_Response_Letter_from_FDA_CVM_to_Schafer_Vet.pdf,"March 19, 2018",FDA CVM to Schafer Vet,2018
FDA-2018-P-1361-0004_Agency_Response_Letter_from_FDA_CDER_to_Ajanta_Pha.pdf,"March 30, 2018",FDA CDER to Ajanta Pha,2018
FDA-2018-P-1441-0009_Response_Letter_from_FDA_CDER_to_Mr__Antell_and_Mr.pdf,"April 9, 2018",FDA CDER to Mr  Antell and Mr,2018
FDA-2018-P-1453-0019_Response_from_FDA_CDER_to_Spear_Pharmaceuticals__I.pdf,"April 9, 2018",FDA CDER to Spear Pharmaceuticals  I,2018
FDA-2018-P-1469-0007_Final_Response_Letter_from_FDA_CDRH_to_Epstein_Bec.pdf,"July 29, 2024",FDA CDRH to Epstein Bec,2018
FDA-2018-P-1484-0007_Interim_Response_from_FDA_CDER__to_Macleods_Pharma.pdf,"April 12, 2018",FDA CDER  to Macleods Pharma,2018
FDA-2018-P-1484-0008_Approval_Response_from_CDER_to_Macleods_Pharmaceut.pdf,10/5/18,CDER to Macleods Pharmaceut,2018
FDA-2018-P-1484-0009_Updated_Response_Letter_from_CDER_to_Macleods_Phar.pdf,10/5/18,CDER to Macleods Phar,2018
FDA-2018-P-1531-0008_Denial_Letter_from_CDER_to_King___Spalding_LLP.pdf,"April 16, 2018",CDER to King   Spalding LLP,2018
FDA-2018-P-1593-0051_Interim_Response_Letter_from_FDA_CFSAN_to_Pete_and.pdf,"April 23, 2018",FDA CFSAN to Pete and,2018
FDA-2018-P-1678-0006_Agency_Response_Letter_from_FDA_CDER_to__Mapi_USA_.pdf,"April 27, 2018",FDA CDER to  Mapi USA,2018
FDA-2018-P-1740-0006_Suitability_Response_Letter_from_FDA_CVM_to_Provet.pdf,"May 3, 2018",FDA CVM to Provet,2018
FDA-2018-P-1751-0004_Interim_Response_Letter_from_FDA_CDER_to_RegCon_So.pdf,"May 4, 2018",FDA CDER to RegCon So,2018
FDA-2018-P-1751-0005_Response_Letter_from_FDA__CDER_RegCon_Solutions_LL.pdf,"May 4, 2018",FDA  CDER RegCon Solutions LL,2018
FDA-2018-P-1780-0004_Interim_Response_Letter_from_FDA_CDER_to_Pacira_Ph.pdf,"May 8, 2018",FDA CDER to Pacira Ph,2018
FDA-2018-P-1780-0005_Response_Letter_from_FDA_CDER_to_Pacira_Pharmaceut.pdf,"May 8, 2018",FDA CDER to Pacira Pharmaceut,2018
FDA-2018-P-1846-0092_Interim_Response_Letter_from_FDA_DDM_to_Data_Based.pdf,"May 10, 2018",FDA DDM to Data Based,2018
FDA-2018-P-1853-0003_Interim_Response_Letter_from_FDA_CDER_to_Aurobindo.pdf,"May 10, 2018",FDA CDER to Aurobindo,2018
FDA-2018-P-1869-0008_Interim_Response_Letter_from_FDA_CDER_to_Aurobindo.pdf,"May 14, 2018",FDA CDER to Aurobindo,2018
FDA-2018-P-1880-0005_Response_Letter_from_FDA_CDER_to_Louis_Morris_Aled.pdf,"May 14, 2018",FDA CDER to Louis Morris Aled,2018
FDA-2018-P-1892-0003_Interim_response__from_FDA_CDER_to__Aurobindo_Phar.pdf,"May 15, 2018",FDA CDER to  Aurobindo Phar,2018
FDA-2018-P-1966-0006_Response_Letter_from_FDA_CDER_to_McNeely__Hare___W.pdf,"May 21, 2018",FDA CDER to McNeely  Hare   W,2018
FDA-2018-P-2025-0013_Interim_Response_from_FDA_CDER_to_Center_for_Biolo.pdf,"May 31, 2018",FDA CDER to Center for Biolo,2018
FDA-2018-P-2050-0005_Response_Letter_from_FDA_CDER_to_SS_Formulations__.pdf,"May 29, 2018",FDA CDER to SS Formulations,2018
FDA-2018-P-2073-0003_Interim_Response_Letter_from_FDA_CDRH_to_LMS_Direc.pdf,"May 16, 2018",FDA CDRH to LMS Direc,2018
