File Name,Date of Petition,Identity of Submitting Entity,Source_Year
FDA-2007-P-0178-0002_John_Edward_Erb___Citizen_Petition.pdf,12/26/07,John Edward Erb,2007
FDA-2007-P-0179-0004_Petition_for_Stay_of_Action_from_Pfizer_Inc_.pdf,3/21/07,Pfizer Inc.,2007
FDA-2007-P-0181-0005_Citizen_Petition_from_Charles_E__Weber.pdf,2/23/07,Charles E. Weber,2007
FDA-2007-P-0182-0003_sanofi_aventis___Citizen_Petition.pdf,5/16/07,Sanofi Aventis,2007
FDA-2007-P-0183-0006_Petition_for_Reconsideration___Philip_C__Strassbur.pdf,4/1/08,Purdue Pharma L.P. and Rhodes Technologies,2007
FDA-2007-P-0184-0002_Judy_Slome_Cohain___Citizen_Petition.pdf,12/12/07,Judy Slome Cohain,2007
FDA-2007-P-0185-0002_Lupin_Pharmaceuticals__Inc____Citizen_Petition.pdf,10/18/07,"Lupin Pharmaceuticals, Inc.",2007
FDA-2007-P-0186-0006_Citizen_Petition_from_Perdue_Pharma_LP.pdf,3/13/07,Purdue Pharma L.P.,2007
FDA-2007-P-0186-0007_Petition_for_Stay_of_Action_from_Purdue_Pharma_L_P.pdf,5/2/07,Purdue Pharma L.P.,2007
FDA-2007-P-0187-0003_Alston___Bird_LLP___Citizen_Petition.pdf,12/10/07,Synthetic Organic Chemical Manufacturers Association,2007
FDA-2007-P-0188-0002_Citizen_Petition_from_Beckloff_Associates_Inc.pdf,12/27/07,"Beckloff Associates, Inc.",2007
FDA-2007-P-0189-0004_Acorda_Therapeutics__Inc____Citizen_Petition.pdf,4/12/07,"Acorda Therapeutics, Inc.",2007
FDA-2007-P-0192-0004_Aurobindo_Pharmaceuticals_Ltd____Citizen_Petition.pdf,5/1/07,Aurobindo Pharmaceuticals Ltd.,2007
FDA-2007-P-0234-0002_Terence_J_Mix_Esq_Citizen_Petition.pdf,11/29/07,"Terence J. Mix, Esq.",2007
FDA-2007-P-0234-0008_Terence_J_Mix_Esq_Petition_for_Reconsideration.pdf,10/5/09,"Terence J. Mix, Esq.",2007
FDA-2007-P-0235-0002_Citizen_Petition_from_Mutual_Pharmaceutical_Compan.pdf,12/20/07,"Mutual Pharmaceutical Company, Inc.",2007
FDA-2007-P-0236-0004_Citizen_Petition_from_Three_Laboratory_Consortium.pdf,3/23/07,Three-Laboratory Consortium,2007
FDA-2007-P-0241-0002_B__Braun_Medical__Inc____CItizen_Petition.pdf,7/31/07,"B. Braun Medical, Inc.",2007
FDA-2007-P-0242-0003_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,1/20/07,"Lachman Consultant Services, Inc.",2007
FDA-2007-P-0243-0002_Michael_J__Dochniak___Citizen_Petition.pdf,12/19/07,Michael J. Dochniak,2007
FDA-2007-P-0246-0003_Sandoz_Inc____Citizen_Petition.pdf,5/22/07,Sandoz Inc.,2007
FDA-2007-P-0247-0007_Citizen_Petition_from_Regulus_Pharmaceutical_Consu.pdf,2/20/07,"Regulus Pharmaceutical Consulting, Inc.",2007
FDA-2007-P-0248-0002_Citizen_Petition_from_Cornerstone_Regulatory.pdf,8/10/07,Cornerstone Regulatory,2007
FDA-2007-P-0250-0002_Sun_Pharmaceuticals__Ltd____Citizen_Petition.pdf,9/13/07,"Sun Pharmaceuticals, Ltd.",2007
FDA-2007-P-0250-0005_FDA_to_Kendle_International___Petition_Partial_App.pdf,"September 13,2007","Sun Pharmaceuticals, Ltd.",2007
FDA-2007-P-0286-0004_Citizen_Petition_Index_Cover.pdf,4/23/07,"Immunotec, Inc.",2007
FDA-2007-P-0286-0005_Immunotec__Inc____Tab_1__Citizen_Petition.pdf,4/23/07,"Immunotec, Inc.",2007
FDA-2007-P-0290-0004_Dawn_Densmore___Citizen_Petition.pdf,7/13/07,Dawn Densmore,2007
FDA-2007-P-0292-0002_Prolacta_Bioscience___Citizen_Petition.pdf,10/29/07,Prolacta Bioscience,2007
FDA-2007-P-0293-0005_Citizen_Petition_from_David_K_Richardson.pdf,3/4/07,David K. Richardson,2007
FDA-2007-P-0293-0006_Supplement_to_Citizen_Petition_from_David_K__Richa.pdf,"May 14, 2007",David K  Richa,2007
FDA-2007-P-0293-0007_Supplement_to_Citizen_Petition_from_David_K_Richar.pdf,"September 12, 2007",David K Richar,2007
FDA-2007-P-0296-0003_Citizen_Petition_from_Sovereign_Pharmaceuticals__L.pdf,3/1/07,"Sovereign Pharmaceuticals, Ltd",2007
FDA-2007-P-0299-0003_Citizen_Petition_from_Clinical_and_Laboratory_Stan.pdf,7/3/07,Clinical And Laboratory Standards Institute (CLSI),2007
FDA-2007-P-0300-0002_AAIPharma___Citizen_Petition______________________.pdf,8/20/07,AAIPharma,2007
FDA-2007-P-0301-0004_Citizen_Petition_from_Jennifer_McGinn.pdf,3/12/07,Jennifer Mcginn,2007
FDA-2007-P-0339-0002_Anil_K__Mandal__M_D____Citizen_Petition.pdf,8/16/07,"Anil K. Mandal, M.D.",2007
FDA-2007-P-0344-0004_Arbor_Hill___Citizen_Petition.pdf,1/22/07,Arbor Hill,2007
FDA-2007-P-0345-0003_HellerEhrman_LLP___Citizen_Petition.pdf,9/20/07,Hellerehrman Llp,2007
FDA-2007-P-0346-0039_Richard_Sauerheber_Palomar_College___Petition_for_.pdf,"November 17, 2010",Richard Sauerheber Palomar College,2007
FDA-2007-P-0348-0002_King_and_Spalding_LLP___Citizen_Petition.pdf,10/30/07,King And Spalding Llp,2007
FDA-2007-P-0349-0005_Engel___Novitt__LLP___Petition_for_Stay_of_Action.pdf,"September 17, 2007",Engel   Novitt  LLP,2007
FDA-2007-P-0349-0006_Engel___Novitt__LLP___Citizen_Petition.pdf,9/18/07,"Engel & Novitt, Llp",2007
FDA-2007-P-0350-0004_Citizen_Petition_from_Pfizer_Inc.pdf,3/21/07,Pfizer Inc,2007
FDA-2007-P-0351-0003_Randall_W__Lutter___Letter___PSA___Petition_Closed.pdf,"March 26, 2007","Mylan Laboratories, Inc.",2007
FDA-2007-P-0351-0004_Mylan_Laboratories__Inc____Citizen_Petition.pdf,4/27/07,"Mylan Laboratories, Inc.",2007
FDA-2007-P-0353-0002_JRRapoza_Associates__Inc____Citizen_Petition.pdf,1/23/07,"Jrrapoza Associates, Inc.",2007
FDA-2007-P-0402-0004_Petition_for_Stay_of_Action_from_Mylan_Pharmaceuti.pdf,3/26/07,Mylan Pharmaceuticals Inc.,2007
FDA-2007-P-0403-0004_Norbrook__Inc____ANADA_Suitability_Petition.pdf,5/2/07,Norbrook Inc.,2007
FDA-2007-P-0404-0003_Ellen_M_Ashworth_Citizen_Petition_Redacted.pdf,1/23/07,Ellen M. Ashworth,2007
FDA-2007-P-0405-0002_Matrix_Laboratories__Inc____Citizen_Petition.pdf,11/5/07,"Matrix Laboratories, Inc.",2007
FDA-2007-P-0406-0002_Sandoz__Inc____Citizen_Petition.pdf,5/24/07,"Sandoz, Inc.",2007
FDA-2007-P-0407-0005_Citizen_Petition_from_Hikma_Farmaceutica_of_Portug.pdf,2/9/07,Hikma Farmaceutica Of Portugal,2007
FDA-2007-P-0408-0003_Citizen_Petition_from_PFI_LLC.pdf,3/30/07,Pfi Llc,2007
FDA-2007-P-0409-0003_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,3/1/07,"Lachman Consultant Services, Inc.",2007
FDA-2007-P-0410-0002_Medicure_Pharma__Inc____Citizen_Petition.pdf,11/30/07,"Medicure Pharma, Inc.",2007
FDA-2007-P-0412-0003_Letter_re_Receipt_of_Petition.pdf,4/3/07,C Smith,2007
FDA-2007-P-0412-0004_Citizen_Petition_from_C_Smith.pdf,4/3/07,C Smith,2007
FDA-2007-P-0413-0005_Citizen_Petition_from_Pharmacists_Planning_Service.pdf,2/21/07,"Pharmacists Planning Service, Inc.",2007
FDA-2007-P-0413-0006_Supplement_to_Petition_from_Pharmacists_Planning_S.pdf,"February 14,2007",Pharmacists Planning S,2007
FDA-2007-P-0414-0006_Victor_L__Yu__M_D____Citizen_Petition.pdf,1/15/07,Victor L. Yu. M.D.,2007
FDA-2007-P-0416-0003_Citizen_Petition_from_Sapna_Lohiya__Royal_Medical_.pdf,11/16/07,Sapna Lohiya (Royal Medical Group),2007
FDA-2007-P-0417-0002_Consumers_Union___Citizen_Petition.pdf,12/17/07,Consumers Union,2007
FDA-2007-P-0464-0001_Ralph_D__Childs___Citizen_Petition.pdf,10/3/07,Ralph D. Childs,2007
FDA-2007-P-0477-0001_Citizen_Petition_Lachman_Consultant_Services__Inc_.pdf,2/1/07,"Lachman Consultant Services, Inc.",2007
FDA-2007-P-0483-0001_Matrix_Laboratories__Inc____Citizen_Petition.pdf,9/5/07,"Matrix Laboratories, Inc.",2007
FDA-2007-P-0497-0001_Norbrook_Inc____Citizen_Petition.pdf,5/2/07,Norbrook Inc.,2007
FDA-2008-P-0284-0001_Bedford_Laboratories___Citizen_Petition.pdf,"March 27, 2008",Bedford Laboratories,2008
FDA-2008-P-0291-0001_PRN_Publishing___Citizen_Petition.pdf,"May 1, 2008",PRN Publishing,2008
FDA-2008-P-0296-0001_Public_Citizen___Citizen_Petition.pdf,"May 8, 2008",Public Citizen,2008
FDA-2008-P-0300-0001_Salix_Pharmaceuticals__Inc____Citizen_Petition.pdf,"May 14, 2008",Salix Pharmaceuticals  Inc,2008
FDA-2008-P-0304-0001_King_Pharmaceuticals___Citizen_Petition.pdf,"May 16, 2008",King Pharmaceuticals,2008
FDA-2008-P-0318-0001_Mylan_Pharmaceuticals__Inc____Citizen_Petition.pdf,"May 23, 2008",Mylan Pharmaceuticals  Inc,2008
FDA-2008-P-0319-0001_Lauranell_H__Burch___Citizen_Petition.pdf,"May 19, 2008",Lauranell H  Burch   Petition Denial,2008
FDA-2008-P-0325-0001_Kendle_Regulatory_Affairs___Citizen_Petition.pdf,"May 30, 2008",Kendle Regulatory Affairs   Petition A,2008
FDA-2008-P-0327-0001_Kendle_Regulatory_Affairs___Citizen_Petition.pdf,"May 30, 2008",Kendle Regulatory Affairs   Petition A,2008
FDA-2008-P-0329-0001_Osmotica_Pharmaceutical_Corp____Citizen_Petition.pdf,6/11/08,Osmotica Pharmaceutical Corp.,2008
FDA-2008-P-0333-0001_Citizen_Petition_from_Michael_Weber.pdf,6/11/08,Michael Weber,2008
FDA-2008-P-0336-0001_Patton_Boggs_LLP___Citizen_Petition.pdf,6/12/08,Patton Boggs Llp,2008
FDA-2008-P-0340-0001_Citizen_Petition_from_Lupin_Pharmaceuticals__Inc_.pdf,6/12/08,Lupin Pharmaceuticals  Inc,2008
FDA-2008-P-0343-0001_Novo_Nordisk_Inc____Citizen_Petition.pdf,"June 
9,2008",Novo Nordisk Inc,2008
FDA-2008-P-0343-0010_Novo_Nordisk_Inc____Petition_for_Reconsideration.pdf,"June 
9,2008",Novo Nordisk Inc,2008
FDA-2008-P-0343-0012_Novo_Nordisk_Inc____Petition_for_Stay_of_Action.pdf,"June 
9,2008",Novo Nordisk Inc,2008
FDA-2008-P-0346-0001_Jacob_S__Briskman___Citizen_Petition.pdf,6/17/08,Jacob S. Briskman,2008
FDA-2008-P-0348-0001_Olsson_Frank_Weeda___Citizen_Petition.pdf,6/18/08,Olsson Frank Weeda,2008
FDA-2008-P-0353-0001_Fuerst_Humphrey_Ittleman_PL___Citizen_Petition.pdf,"Feb 09,2009",Fuerst Humphrey Ittleman PL,2008
FDA-2008-P-0353-0003_Fuerst__Humphrey__Ittleman__PL___Citizen_Petition_.pdf,"Feb 09,2009",Fuerst  Humphrey  Ittleman  PL,2008
FDA-2008-P-0353-0004_Fuerst_Humphrey_Ittleman_PL___Petition_for_Reconsi.pdf,"Feb 09,2009",Fuerst Humphrey Ittleman PL,2008
FDA-2008-P-0353-0006_Fuerst_Humphrey_Ittleman_PL___Petition_for_Stay_of.pdf,"Feb 09,2009",Fuerst Humphrey Ittleman PL,2008
FDA-2008-P-0358-0004_James_P__Reichmann_Citizen_Petition__Redacted_.pdf,6/26/08,James P. Reichmann,2008
FDA-2008-P-0363-0001_Nordic_Cryobank_ApS___Citizen_Petition_.pdf,7/1/08,Nordic Cryobank Aps,2008
FDA-2008-P-0365-0001_ISTA_Pharmaceuticals___Citizen_Petition.pdf,"June 23,2008",ISTA Pharmaceuticals   Petition Denied,2008
FDA-2008-P-0365-0003_FDA_to_ISTA_Pharmaceuticals___Petition_Denied.pdf,"June 23,2008",ISTA Pharmaceuticals   Petition Denied,2008
FDA-2008-P-0366-0001_Purdue_Pharm_L_P____Citizen_Petition.pdf,"June 23, 2008",Purdue Pharma L P    Petition Denial,2008
FDA-2008-P-0366-0005_Purdue_Pharm_L_P____Supplement_Citizen_Petition_.pdf,"June 23, 2008",Purdue Pharma L P    Petition Denial,2008
FDA-2008-P-0368-0001_ISTA_Pharmaceuticals___Citizen_Petition_.pdf,7/1/08,Ista Pharmaceuticals,2008
FDA-2008-P-0384-0001_Laurie_L__Rentas___Citizen_Petition_.pdf,7/3/08,Laurie L. Rentas,2008
FDA-2008-P-0404-0001_Strides_Arcolab_Ltd___Citizen_Petition.pdf,7/16/08,Strides Arcolab Ltd,2008
FDA-2008-P-0405-0001_Strides_Arcolab_Ltd___Citizen_Petition.pdf,7/16/08,Strides Arcolab Ltd,2008
FDA-2008-P-0408-0001_Foley___Lardner_LLP___Citizen_Petition.pdf,7/23/08,Foley & Lardner Llp,2008
FDA-2008-P-0411-0007_Novo_Nordisk_Inc____Petition_for_Reconsideration.pdf,"June 9, 2008",Caraco Pharmaceuticals Laboratories  L,2008
FDA-2008-P-0411-0009_Novo_Nordisk_Inc____Petition_for_Stay_of_Action.pdf,"June 9, 2008",Caraco Pharmaceuticals Laboratories  L,2008
FDA-2008-P-0412-0001_Foley___Lardner_LLP___Citizen_Petition.pdf,7/18/08,Foley & Lardner Llp,2008
FDA-2008-P-0431-0001_Crixmor_LLC___Citizen_Petition.pdf,7/29/08,Crixmor Llc,2008
FDA-2008-P-0443-0001_PharmaForce__Inc____Citizen_Petition.pdf,8/8/08,"Pharmaforce, Inc.",2008
FDA-2008-P-0444-0001_Codonics_Inc____Citizen_Petition.pdf,11/7/08,Codonics Inc.,2008
FDA-2008-P-0445-0001_CPT_Pulp___Paper__LLC___Citizen_Petition.pdf,8/8/08,"Cpt Pulp & Paper, Llc",2008
FDA-2008-P-0452-0001_Citizen_Petition_from_The_Weston_A__Price_Foundati.pdf,"August 8, 2008",The Weston A  Price Foundati,2008
FDA-2009-P-0003-0001_Organic_Pastures_Dairy_Company___Citizen_Petition.pdf,1/9/09,Organic Pastures Dairy Company,2009
FDA-2009-P-0004-0001_Therapeutic_Proteins__Inc____Citizen_Petition.pdf,1/9/09,"Therapeutic Proteins, Inc.",2009
FDA-2009-P-0040-0001_King_Pharmaceuticals__Inc_____Citizen_Petition.pdf,"September 26, 2007",King Pharmaceuticals  Inc    Petition Parti,2009
FDA-2009-P-0040-0006_FDA_to_King_Pharmaceuticals__Inc____Petition_Parti.pdf,"September 26, 2007",King Pharmaceuticals  Inc    Petition Parti,2009
FDA-2009-P-0045-0001_Gastroenterology_Institute___Citizen_Petition.pdf,,Gastroenterology Institute Petition Deni,2009
FDA-2009-P-0045-0003_FDA_OP_to_Gastroenterology_Institute_Petition_Deni.pdf,,Gastroenterology Institute Petition Deni,2009
FDA-2009-P-0055-0001_APP_Pharmaceuticals__LLC___Citizen_Petition_1_.pdf,"April 24, 2009",APP Pharmaceuticals  LLC,2009
FDA-2009-P-0055-0003_APP_Pharmaceuticals__LLC___Citizen_Petition_2_.pdf,"April 24, 2009",APP Pharmaceuticals  LLC,2009
FDA-2009-P-0055-0005_APP_Pharmaceuticals_LLC___Supplement_Petition__32_.pdf,"April 24, 2009",,2009
FDA-2009-P-0055-0006_APP_Pharmaceuticals_LLC___Supplement_Petition__16_.pdf,"April 24, 2009",,2009
FDA-2009-P-0059-0001_Eurand_Pharmaceuticals__Inc____Citizen_Petition.pdf,"February 6, 2009",Eurand Pharmaceuticals  Inc,2009
FDA-2009-P-0067-0001_APP_Pharmaceuticals__LLC___Citizen_Petition_.pdf,"February 9, 2009",APP Pharmaceuticals  LLC,2009
FDA-2009-P-0068-0001_APP_Pharmaceuticals__LLC____Citizen_Petition_.pdf,"February 9, 2009",APP Pharmaceuticals LLC    Petition A,2009
FDA-2009-P-0068-0003_APP_Pharmaceuticals_LLC___Supplement_Petition.pdf,"April 24, 2009",,2009
FDA-2009-P-0068-0004_FDA_CDER__to_APP_Pharmaceuticals_LLC____Petition_A.pdf,"February 9, 2009",APP Pharmaceuticals LLC    Petition A,2009
FDA-2009-P-0069-0001_APP_Pharmaceuticals__LLC___Citizen_Petition.pdf,2/17/09,"App Pharmaceuticals, Llc",2009
FDA-2009-P-0069-0003_APP_Pharmaceuticals_LLC___Supplement_Petition.pdf,"April 24, 2009",,2009
FDA-2009-P-0069-0004_APP_Pharmaceuticals__LLC___Amendment_to_Petition.pdf,"June 10, 2009",Petition,2009
FDA-2009-P-0070-0001_APP_Pharmaceuticals__LLC___Citizen_Petition.pdf,"June 2, 2009",APP Pharmaceuticals  LLC,2009
FDA-2009-P-0074-0001_E__Douglas_Kramer___Citizen_Petition.pdf,2/19/09,E. Douglas Kramer,2009
FDA-2009-P-0080-0001_APP_Pharmaceuticals__LLC___Citizen_Petition.pdf,"February 17,2009",APP Pharmaceuticals  LLC   Petition Ap,2009
FDA-2009-P-0082-0001_APP_Pharmaceuticals__LLC___Citizen_Petition.pdf,2/20/09,"App Pharmaceuticals, Llc",2009
FDA-2009-P-0085-0001_APP_Pharmaceuticals__LLC___Citizen_Petition.pdf,"February 17, 2009",APP Pharmaceuticals  LLC   Petition Ap,2009
FDA-2009-P-0089-0001_Novo_Nordisk_Inc____Citizen_Petition.pdf,2/20/09,Novo Nordisk Inc.,2009
FDA-2009-P-0094-0001_Citizen_Petition_from_American_Association_for_Hea.pdf,2/23/09,American Association for Hea,2009
FDA-2009-P-0105-0001_Exhibit_A____Medtronic_Citizen_Petitioners___Willi.pdf,2/26/09,"Williams Kherkher Hart Boundas, Llp",2009
FDA-2009-P-0107-0001_APP_Pharmaceuticals__LLC___Citizen_Petition.pdf,2/26/09,"App Pharmaceuticals, Llc",2009
FDA-2009-P-0107-0003_APP_Pharmaceuticals_LLC___Supplement_Petition.pdf,"April 24, 2009",,2009
FDA-2009-P-0108-0001_APP_Pharmaceuticals__LLC___Citizen_Petition.pdf,"February 23, 2009",APP Pharmaceuticals  LLC,2009
FDA-2009-P-0109-0001_APP_Pharmaceuticals__LLC___Citizen_Petition.pdf,"February 23, 2009",APP Pharmaceuticals  LLC,2009
FDA-2009-P-0109-0003_APP_Pharmaceuticals_LLC___Supplement_Petition.pdf,"April 24, 2009",,2009
FDA-2009-P-0110-0001_PetMedicus_Laboratories__Inc____Citizen_Petition.pdf,2/26/09,"Petmedicus Laboratories, Inc.",2009
FDA-2009-P-0111-0001_Thomas_J__Quinn___Citizen_Petition.pdf,3/4/09,Thomas J. Quinn,2009
FDA-2009-P-0116-0001_Vistaurum_Corporation___Citizen_Petition.pdf,3/4/09,Vistaurum Corporation,2009
FDA-2009-P-0117-0001_Kimberly_Clark_Health_Care___Citizen_Petition.pdf,3/4/09,Kimberly-Clark Health Care,2009
FDA-2009-P-0121-0001_PE_PharmEng_Technology__Inc____Citizen_Petition.pdf,3/4/09,"Pe Pharmeng Technology, Inc.",2009
FDA-2009-P-0122-0001_K__Paul_Stoller__MD___Citizen_Petition.pdf,3/9/09,"K. Paul Stoller, Md",2009
FDA-2009-P-0123-0009_Auxilium_Pharmaceuticals__Inc____Citizen_Petition_.pdf,3/11/09,"Auxilium Pharmaceuticals, Inc.",2009
FDA-2010-P-0012-0001_Patrick_Foster___Citizen_Petition.pdf,"December 21, 2009",Patrick Foster,2010
FDA-2010-P-0017-0001_Foley___Lardner_LLP___Citizen_Petition.pdf,"January 6, 2010",Foley   Lardner LLP,2010
FDA-2010-P-0060-0001_Virgilian__LLC____Citizen_Petition.pdf,"January 11, 2010",Virgilian  LLC,2010
FDA-2010-P-0069-0001_Foley___Lardner__LLP___Citizen_Petition.pdf,"January 6, 2010",Foley   Lardner  LLP,2010
FDA-2010-P-0072-0001_Arent_Fox__LLP___Citizen_Petition.pdf,"January 27, 2010",Arent Fox  LLP,2010
FDA-2010-P-0087-0001_Sandoz__Inc____Citizen_Petition.pdf,"February 9, 2010",Sandoz  Inc,2010
FDA-2010-P-0091-0001_Citizen_Petition_from_Emily_Robin_et_al.pdf,3/1/10,Emily Robin et al,2010
FDA-2010-P-0096-0001_OncoTherapies_Limited___Citizen_Petition.pdf,"February 15, 2010",OncoTherapies Limited,2010
FDA-2010-P-0105-0001_National_Chicken_Council__NCC____Citizen_Petition.pdf,"February 19,2010",National Chicken Council  NCC,2010
FDA-2010-P-0111-0001_Warner_Chilcott_Company__LLC___Citizen_Petition.pdf,"February 22, 2010",Warner Chilcott Company  LLC,2010
FDA-2010-P-0111-0012_Shire_Pharmaceuticals__Inc____Petition_for_Reconsi.pdf,"September 16, 2010",Shire Pharmaceuticals  Inc,2010
FDA-2010-P-0114-0001_McGuff_Pharmaceuticals__Inc____Citizen_Petition.pdf,"February 19, 2010",McGuff Pharmaceuticals  Inc,2010
FDA-2010-P-0116-0001_Watson_Laboratories__Inc____Citizen_Petition.pdf,"February 24, 2010",Watson Laboratories  Inc,2010
FDA-2011-P-0018-0001_Dwayne_A__Ratleff___Citizen_Petition_.pdf,"December 22, 2010",Dwayne A  Ratleff,2011
FDA-2011-P-0022-0009_Petition_for_Reconsideration_from_Waxler_Consultan.pdf,"July 22, 2014",Waxler Consultan,2011
FDA-2011-P-0032-0001_Anika_Therapeutics__Inc____Petition_for_Reconsider.pdf,"January 10,2011",Anika Therapeutics  Inc,2011
FDA-2011-P-0045-0001_Purdue_Pharma_L_P___Purdue____Citizen_petition.pdf,"January 14, 2411",,2011
FDA-2011-P-0047-0001_InvaGen_Pharmaceuticals__Inc____Citizen_Petition_.pdf,"January 14, 2011",InvaGen Pharmaceuticals  Inc,2011
FDA-2011-P-0059-0001_Citizen_Petition_from_Hospira_Inc_.pdf,"January 25, 2011",Hospira Inc,2011
FDA-2011-P-0064-0001_Barbara_L__Maw__P_C____Citizen_Petition_.pdf,"January 20,2011",Barbara L  Maw  P C,2011
FDA-2011-P-0078-0004_FDA_CVM_to_Ceva_Animal_Health_LLC___Petition_Denia.pdf,MAY 18 2011,Ceva Animal Health LLC   Petition Denia,2011
FDA-2011-P-0081-0001_Armenpharm__Ltd____Citizen_Petition.pdf,"February 7, 2011",Armenpharm  Ltd,2011
FDA-2011-P-0087-0001_Navinta__LLC___Citizen_Petition.pdf,"February 9, 2011",Navinta  LLC,2011
FDA-2011-P-0115-0001_Cypress_Pharmaceutical__Inc____Citizen_Petition.pdf,"February 24, 2011",Cypress Pharmaceutical  Inc,2011
FDA-2011-P-0150-0001_SureTek_Medical___Citizen_Petition.pdf,"March 7, 2011",SureTek Medical,2011
FDA-2011-P-0151-0001_Brian_C__Mandingo___Citizen_Petition_.pdf,"March 4, 2011",Brian C  Mandingo,2011
FDA-2011-P-0173-0001_Hospira__Inc____Citizen_Petition.pdf,"March 17,2011",Hospira  Inc,2011
FDA-2011-P-0182-0001_Watson_Laboratories__Inc____Citizen_Petition.pdf,"March 21, 2011",Watson Laboratories  Inc,2011
FDA-2011-P-0186-0001_Nexus_Pharmaceuticals__Inc____Citizen_Petition.pdf,"March 17, 2011",Nexus Pharmaceuticals  Inc,2011
FDA-2011-P-0209-0001_K_L_Gates__LLP___Citizen_Petition.pdf,"March 25, 2011",K L Gates  LLP,2011
FDA-2011-P-0213-0001_CSL_Behring___Citizen_Petition.pdf,"March 25, 2011",CSL Behring,2011
FDA-2011-P-0226-0001_Hyman__Phelps___McNamara__P_C____Citizen_Petition.pdf,"March 30, 2011",Hyman  Phelps   McNamara  P C,2011
FDA-2011-P-0291-0001_Actavis_Inc____Citizen_Petition.pdf,"April 20, 2011",Actavis Inc,2011
FDA-2011-P-0292-0001_Actavis_Inc____Citizen_Petition.pdf,"September 28, 2010",Actavis Inc,2011
FDA-2011-P-0335-0001_Norbrook_Laboratories__Inc____Citizen_Petition.pdf,"May 3, 2011",Norbrook Laboratories  Inc,2011
FDA-2011-P-0337-0001_Precision_Nuclear__LLC___Citizen_Petition.pdf,"May 5, 2011",Precision Nuclear  LLC,2011
FDA-2011-P-0337-0005_FDA_CDER__to_Precision_Nuclear__LLC___Petition_App.pdf,"May 6, 2011",Precision Nuclear  LLC   Petition App,2011
FDA-2011-P-0339-0001_Leydig__Voit___Mayer__LTD___Citizen_Petition.pdf,"May 5, 2011",Leydig  Voit   Mayer  LTD,2011
FDA-2011-P-0347-0005_Medicis_Pharmaceutical_Corporation__Petition_for_R.pdf,"March 7, 2013",Medicis Pharmaceutical Corporation,2011
FDA-2011-P-0355-0001_MELA_Sciences_Inc_Citizen_Petition.pdf,"May 10, 2011",MELA Sciences Inc,2011
FDA-2011-P-0368-0001_Academic_Pharmaceuticals___Citizen_Petition.pdf,"May 4, 2011",Academic Pharmaceuticals,2011
FDA-2011-P-0397-0001_NewMarket_Pharmaceuticals__LLC____Citizen_Petition.pdf,May 2011,NewMarket Pharmaceuticals  LLC,2011
FDA-2011-P-0437-0001_Cancer_Action_NY___Citizen_Petition.pdf,"FEBRUARY 24, 2011",Cancer Action NY,2011
FDA-2011-P-0437-0003_Closure_of_Citizen_Petition_from_Donald_Hassig.pdf,"January 24, 2024",Donald Hassig,2011
FDA-2011-P-0450-0001_MSMB_Capital_Management_LLC___Citizen_Petition.pdf,June 20084,MSMB Capital Management LLC,2011
FDA-2011-P-0460-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,6/26/11,Lachman Consultant Services,2011
FDA-2011-P-0479-0001_Citizen_Petition_from_Dr__S__Albert_Edwards_Redact.pdf,"June 6,2011",Dr  S  Albert Edwards Redact,2011
FDA-2011-P-0482-0001_Novo_Nordisk__Inc____Citizen_Petition.pdf,"June 17, 2011",Novo Nordisk  Inc,2011
FDA-2011-P-0488-0001_Sandoz__Inc____Citizen_Petition.pdf,7/18/11,"Sandoz, Inc.",2011
FDA-2011-P-0497-0001_Washington_Legal_Foundation___Citizen_Petition.pdf,"June 28,2011",Washington Legal Foundation,2011
FDA-2011-P-0512-0011_Petition_to_Stay_and_for_Reconsideration.pdf,"February 8, 2017",Stay and for Reconsideration,2011
